Player,Team,GP,TOI,G,A1,A2,Points,ixG,GIVE,TAKE,WAR,p/60
Eric Gelinas,N.J,34,477.23,1,3,2,6,1.7,17,6,0.2,0.7543532
Eric Gryba,EDM,53,947.77,1,2,3,6,2.44,39,16,-0.2,0.379838973
Eric Nystrom,NSH,46,528.23,7,0,0,7,3.43,6,6,0.3,0.7951082
Eric Selleck,ARI,1,9.55,0,0,0,0,0.04,0,0,0,0
Eric Staal,CAR,63,1215.02,10,14,9,33,21.12,32,45,0.9,1.62960279
Eric Staal,NYR,20,325.08,3,2,1,6,6.16,7,17,0.9,1.10741973
Eric Tangradi,DET,1,6.92,0,0,0,0,0,0,0,0,0
Erik Condra,T.B,54,578.17,6,3,2,11,5.12,12,15,1.1,1.14153278
Erik Gudbranson,FLA,64,1287.2,2,3,4,9,2.87,28,11,0.2,0.419515252
Erik Gustafsson (D),CHI,41,633.43,0,7,7,14,1.89,12,9,0.9,1.32611334
Erik Haula,MIN,76,967.27,14,13,7,34,8.43,13,34,1.9,2.10902858
Erik Johnson,COL,73,1711.3,11,9,7,27,7.49,45,30,0.3,0.9466487
Erik Karlsson,OTT,82,2375.92,16,35,31,82,14.65,96,61,2.2,2.070777
Esa Lindell,DAL,4,56.18,0,0,0,0,0.07,3,0,-0.2,0
Evan Rodrigues,BUF,2,23.5,1,0,1,2,0.41,0,0,0.1,5.106383
Evander Kane,BUF,65,1367.42,20,9,6,35,22.52,37,37,-1.2,1.53573883
Evgeni Malkin,PIT,57,1104.02,27,21,10,58,20.44,52,54,1.4,3.15211678
Evgeny Kuznetsov,WSH,82,1428.05,20,43,14,77,19.51,54,61,4.1,3.23518062
Evgeny Medvedev,PHI,45,847.28,4,4,4,12,3.86,27,13,0.5,0.849778056
Fedor Tyutin,CBJ,61,1073,1,2,0,3,1.1,13,7,-0.2,0.167753965
Filip Forsberg,NSH,82,1562.32,33,14,17,64,28.3,52,72,3.8,2.45788312
Francois Beauchemin,COL,82,2056.55,8,6,20,34,6,41,31,0.5,0.991952538
Frank Corrado,TOR,39,563.7,1,2,3,6,2.58,16,2,0.1,0.638637543
Frank Vatrano,BOS,39,463.33,8,2,1,11,7.9,11,16,0.4,1.42447066
Frans Nielsen,NYI,81,1435.32,20,16,16,52,20.98,30,30,1.7,2.17373133
Freddie Hamilton,CGY,4,50.8,1,1,0,2,0.71,2,1,-0.1,2.36220479
Frederik Gauthier,TOR,7,96.92,0,1,0,1,0.42,1,1,-0.2,0.6190673
Fredrik Claesson,OTT,16,308.63,0,0,2,2,0.38,14,9,-0.3,0.388815075
Gabriel Bourque,NSH,22,272.02,1,2,1,4,2.33,5,3,0.5,0.8822881
Gabriel Landeskog,COL,75,1419.43,20,18,15,53,16.31,30,37,1.2,2.240336
Garnet Hathaway,CGY,14,168.25,0,3,0,3,1.2,3,4,0.2,1.0698365
Garrett Wilson,FLA,29,271.8,0,0,0,0,2.77,2,2,-0.5,0
Greg McKegg,FLA,15,123.87,2,0,0,2,1.17,1,4,0,0.96875757
Greg Pateryn,MTL,38,636.45,1,5,1,7,1.29,31,12,0.1,0.65991044
Gregory Campbell,CBJ,82,866.43,3,3,5,11,5.97,11,14,-1.4,0.761746466
Griffin Reinhart,EDM,29,523.98,0,0,1,1,1.17,26,6,0,0.114508189
Gustav Nyquist,DET,82,1243.97,17,17,9,43,16.29,26,28,1.4,2.07400513
Gustav Olofsson,MIN,2,18.38,0,0,0,0,0.17,2,0,0,0
Hampus Lindholm,ANA,80,1760.15,10,8,10,28,9,65,18,1.9,0.9544641
Harry Zolnierczyk,ANA,1,8.8,0,0,0,0,0.15,0,0,0,0
Henrik Sedin,VAN,74,1360.03,11,30,14,55,10.65,50,23,0.6,2.426417
Henrik Zetterberg,DET,82,1591.65,13,21,16,50,21.34,46,29,0.5,1.88483644
Hudson Fasching,BUF,7,80.65,1,1,0,2,1.24,2,4,0.4,1.48791075
Hunter Shinkaruk,CGY,7,110.13,2,0,1,3,1.56,2,0,0,1.63443208
Hunter Shinkaruk,VAN,1,9.58,0,0,0,0,0,0,1,0,0
Ian Cole,PIT,70,1206.73,0,4,8,12,2.49,32,8,-0.4,0.596653759
Iiro Pakarinen,EDM,63,676.85,5,5,3,13,7.01,9,10,-0.1,1.15239716
J.T. Brown,T.B,78,1042.18,8,10,4,22,10.87,14,21,1.3,1.26657581
J.T. Miller,NYR,82,1232.85,22,12,9,43,14.47,61,40,1.1,2.09271216
Jaccob Slavin,CAR,63,1322.18,2,7,11,20,4.39,25,54,2.5,0.907592
Jack Eichel,BUF,81,1548.85,24,22,10,56,19.67,49,43,1.4,2.16935158
Jack Johnson,CBJ,60,1450.52,6,3,5,14,4.99,30,8,-1.2,0.579102635
Jack Skille,COL,74,653.6,8,6,0,14,8.29,8,17,0.1,1.28518975
Jacob De La Rose,MTL,22,273.57,0,1,0,1,1.97,3,6,-0.4,0.2193223
Jacob Josefson,N.J,58,900.28,4,3,7,14,9.4,18,19,0.2,0.933043
Jacob Trouba,WPG,81,1787.38,6,9,6,21,6.97,65,29,1.9,0.7049424
Jaden Schwartz,STL,33,567.72,8,9,5,22,7.27,18,16,1.7,2.32509
Jake Gardiner,TOR,79,1629.05,7,11,13,31,6.88,74,33,0.9,1.14176977
Jake McCabe,BUF,77,1472.05,4,7,3,14,2.45,34,17,1,0.570632756
Jake Muzzin,L.A,82,1891,8,15,17,40,8.58,68,13,1,1.26916981
Jake Virtanen,VAN,55,636.02,7,5,1,13,7.52,15,22,1.3,1.22637653
Jakob Silfverberg,ANA,82,1391.9,20,11,8,39,21.79,39,44,1,1.6811552
Jakub Kindl,DET,25,411.57,2,2,2,6,1.73,16,3,-0.5,0.8746993
Jakub Kindl,FLA,19,265.58,0,0,2,2,0.99,13,4,-0.5,0.451841265
Jakub Nakladal,CGY,27,383.13,2,1,2,5,1.67,11,4,0.3,0.783024
Jakub Voracek,PHI,73,1356.78,11,27,17,55,18.88,50,26,1.9,2.43222928
James Neal,NSH,82,1563.85,31,19,8,58,25.93,25,49,2.8,2.22527742
James Van Riemsdyk,TOR,40,710.52,14,10,5,29,14.79,13,29,1.6,2.44891047
James Wisniewski,CAR,1,0.78,0,0,0,0,0,0,0,0,0
Jamie Benn,DAL,82,1641.8,41,26,22,89,36.26,80,65,2.6,3.25252771
Jamie McBain,L.A,44,538.4,2,3,4,9,1.62,13,2,0.6,1.00297177
Jamie McGinn,ANA,21,308.23,8,3,1,12,5.84,7,3,0.3,2.335918
Jamie McGinn,BUF,63,892.35,14,5,8,27,13.99,12,15,0.3,1.81543124
Jamie Oleksiak,DAL,19,241.6,0,1,1,2,0.66,17,4,0,0.496688724
Jannik Hansen,VAN,67,1101.08,22,12,4,38,10.58,24,25,2,2.07069421
Jared Boll,CBJ,30,199.5,1,1,1,3,0.92,0,3,-0.4,0.902255654
Jared Cowen,OTT,37,628.23,0,2,2,4,0.93,34,7,0.2,0.3820257
Jared McCann,VAN,69,864.02,9,4,5,18,8.89,26,30,-0.6,1.249971
Jared Spurgeon,MIN,77,1746.25,11,8,10,29,6.75,22,19,3.1,0.9964209
Jarome Iginla,COL,82,1300.65,22,16,9,47,18.48,22,22,1,2.16814661
Jaromir Jagr,FLA,79,1348.93,27,21,18,66,18.71,44,33,2.2,2.93566
Jarred Tinordi,ARI,7,103.68,0,0,0,0,0.11,1,1,0.1,0
Jarred Tinordi,MTL,3,39.3,0,0,0,0,0,0,0,0.1,0
Jarret Stoll,MIN,51,574.57,3,0,3,6,1.94,5,2,-0.8,0.6265555
Jarret Stoll,NYR,29,399.6,1,1,1,3,2.92,6,6,-0.8,0.45045045
Jason Chimera,WSH,82,1152.15,20,14,6,40,16.51,32,15,0,2.08306217
Jason Demers,DAL,62,1293.82,7,10,6,23,6.5,41,28,-0.2,1.066609
Jason Dickinson,DAL,1,11.92,1,0,0,1,0.34,1,0,0,5.033557
Jason Garrison,T.B,72,1329.38,5,3,3,11,3.85,45,15,0.4,0.496472031
Jason Pominville,MIN,75,1227.28,11,10,15,36,13.72,22,21,1.3,1.7599895
Jason Spezza,DAL,75,1238.77,33,18,12,63,22.26,62,45,1.2,3.05141377
Jason Zucker,MIN,71,1106.12,13,7,3,23,18.66,27,40,0.7,1.24760425
Jay Beagle,WSH,57,798.92,8,5,4,17,8.58,12,20,0.1,1.27672362
Jay Bouwmeester,STL,72,1664.22,3,7,9,19,5.04,30,11,-1,0.6850056
Jay McClement,CAR,77,893.48,3,7,1,11,8.68,21,32,-0.8,0.7386847
Jayson Megna,NYR,6,73.48,1,0,1,2,1.41,2,1,-0.1,1.63309741
Jc Lipon,WPG,9,62.7,0,0,1,1,0.22,0,1,-0.1,0.9569378
Jean-Gabriel Pageau,OTT,82,1369.65,19,15,9,43,15.32,37,30,1.3,1.88369286
Jeff Carter,L.A,77,1415.9,24,20,18,62,25.47,41,26,1.6,2.627304
Jeff Petry,MTL,51,1089.17,5,5,6,16,5.3,50,16,-0.6,0.881405056
Jeff Schultz,L.A,1,18.25,0,0,0,0,0.06,0,0,0,0
Jeff Skinner,CAR,82,1335.48,28,20,3,51,29.98,43,77,2.7,2.291311
Jeremy Welsh,STL,2,16.62,0,0,0,0,0,0,1,0,0
Jesper Fast,NYR,79,1180.12,10,10,10,30,11.12,18,35,0.9,1.52526867
Jim O'Brien,N.J,4,54.07,0,0,0,0,0.1,1,0,-0.1,0
Jimmy Hayes,BOS,75,1036.98,13,5,11,29,15.13,28,25,0,1.67794943
Jiri Hudler,CGY,53,882.07,10,13,12,35,8.98,19,18,1.2,2.38076353
Jiri Hudler,FLA,19,252.6,6,4,1,11,3.84,6,5,1.2,2.61282659
Jiri Sekac,ANA,22,268.08,1,0,2,3,1.93,7,7,-0.2,0.6714414
Jiri Sekac,ARI,11,126.52,0,1,1,2,0.83,1,6,-0.2,0.948466659
Jiri Sekac,CHI,6,60.35,0,1,0,1,0.39,1,1,-0.2,0.9942005
Jiri Tlusty,N.J,30,411.35,2,2,0,4,3.38,4,8,0.1,0.5834448
Joakim Andersson,DET,29,261.58,1,1,1,3,2.04,0,1,0.1,0.688126
Joakim Nordstrom,CAR,71,1109.43,10,8,6,24,10.17,33,26,0.4,1.29796374
Joe Colborne,CGY,73,1107.08,19,15,10,44,12.66,32,27,1.2,2.38465166
Joe Morrow,BOS,33,524.97,1,3,3,7,1.19,8,9,0.5,0.8000458
Joe Pavelski,S.J,82,1624.9,38,24,16,78,29.89,82,46,3.8,2.88017726
Joe Thornton,S.J,82,1505.72,19,34,29,82,14.82,98,69,4.3,3.26753974
Joe Vitale,ARI,1,6.22,0,0,0,0,0.11,0,0,0.1,0
Joel Armia,WPG,43,522.93,4,3,3,10,5,13,23,0.3,1.14738107
Joel Edmundson,STL,67,1000.27,1,4,4,9,3.69,19,7,-0.1,0.5398542
Joel Hanley,MTL,10,159.98,0,3,3,6,0.34,4,2,0.6,2.25028133
Joel Vermin,T.B,6,54.83,0,0,1,1,0.17,1,0,0.1,1.09429145
Joel Ward,S.J,79,1340.87,21,14,8,43,21.61,51,41,1.1,1.92412388
Joffrey Lupul,TOR,46,672.57,11,2,1,14,14.4,7,12,-0.2,1.24894059
Johan Franzen,DET,2,25.9,0,1,0,1,0.31,0,0,0,2.31660247
Johan Larsson,BUF,74,1096.65,10,5,2,17,12.23,16,21,0.8,0.9301053
John-Michael Liles,BOS,17,328.52,0,4,2,6,0.61,12,0,-0.1,1.09582376
John-Michael Liles,CAR,64,1316.08,6,4,5,15,4.82,32,26,-0.1,0.683849037
John Carlson,WSH,56,1327.28,8,17,14,39,8.14,47,24,1.7,1.763004
John Klingberg,DAL,76,1723.85,10,21,27,58,11.85,78,36,3,2.018737
John McCarthy,S.J,1,7.08,0,0,0,0,0,1,0,0,0
John McFarland,FLA,3,29.73,0,0,0,0,0.22,1,0,-0.1,0
John Mitchell,COL,71,1082.45,10,4,7,21,11.27,17,33,-1.3,1.16402614
John Moore,N.J,73,1448.18,4,7,8,19,5.25,42,23,-0.3,0.7871949
John Ramage,CBJ,1,14.15,0,0,0,0,0,0,0,0,0
John Scott,ARI,11,69.32,0,1,0,1,0.42,2,1,0.1,0.865551054
John Scott,MTL,1,9.02,0,0,0,0,0,1,0,0.1,0
John Tavares,NYI,78,1559.57,33,31,6,70,33.52,82,69,2.2,2.69305015
Johnny Boychuk,NYI,70,1495.68,9,8,8,25,6.36,47,21,2.3,1.00288832
Johnny Gaudreau,CGY,79,1573.32,30,31,17,78,23.73,90,41,2.7,2.97460151
Johnny Oduya,DAL,82,1670.95,4,9,8,21,2.61,37,23,0.3,0.754062057
Jon Merrill,N.J,47,794.13,1,3,1,5,0.95,17,7,-0.2,0.377771884
Jonas Brodin,MIN,68,1388.52,2,3,2,7,2.15,23,27,-0.6,0.30248034
Jonathan Drouin,T.B,21,303.3,4,4,2,10,2.08,11,8,0.9,1.97823942
Jonathan Ericsson,DET,71,1315.95,3,6,6,15,2.84,61,14,0.4,0.683916569
Jonathan Huberdeau,FLA,76,1378.92,20,21,18,59,21.99,46,32,2.8,2.56722641
Jonathan Marchessault,T.B,45,544.02,7,3,8,18,8.17,12,10,0.8,1.985221
Jonathan Toews,CHI,80,1538.72,28,17,13,58,21.93,28,57,1.7,2.26162
Joonas Donskoi,S.J,76,1075.65,11,16,9,36,15.62,37,33,2.6,2.008088
Joonas Kemppainen,BOS,44,551.67,2,2,1,5,2.6,9,28,-0.6,0.5438034
Jordan Caron,STL,4,32.5,0,0,0,0,0.09,0,0,-0.1,0
Jordan Eberle,EDM,69,1231.68,25,12,10,47,22.16,41,30,0.7,2.28955555
Jordan Martinook,ARI,81,1230.45,9,12,3,24,13.05,12,52,0.3,1.17030358
Jordan Nolan,L.A,52,462.65,0,3,2,5,4.49,8,4,-0.6,0.648438334
Jordan Oesterle,EDM,17,367.4,0,3,2,5,1.09,12,8,0.5,0.8165487
Jordan Schroeder,MIN,26,244.82,2,1,1,4,1.81,6,1,0.3,0.980312049
Jordan Staal,CAR,82,1500.65,20,20,8,48,21.81,50,55,2.4,1.91916835
Jordan Weal,L.A,10,81.17,0,0,0,0,0.49,3,4,-0.1,0
Jordan Weal,PHI,4,49.9,0,0,0,0,0.41,1,1,-0.1,0
Jordie Benn,DAL,64,1001.78,3,6,3,12,2.31,39,12,0.9,0.7187207
Jordin Tootoo,N.J,66,760.83,4,3,2,9,7.03,23,17,-0.9,0.7097512
Jori Lehtera,STL,79,1270.53,9,11,14,34,9.77,19,29,1.8,1.60562909
Joseph Blandisi,N.J,41,639.7,5,9,3,17,6.65,8,19,0.1,1.59449744
Josh Anderson,CBJ,12,128.38,1,0,3,4,1.26,1,4,0.1,1.86945
Josh Archibald,PIT,1,5.03,0,0,0,0,0,0,0,0,0
Josh Bailey,NYI,81,1283.8,12,11,9,32,14.83,49,41,0,1.49556
Josh Gorges,BUF,77,1575.82,2,2,8,12,2.41,17,13,0,0.456904978
Josh Jooris,CGY,59,725.02,4,3,6,13,6.69,14,14,0.2,1.07583237
Josh Leivo,TOR,12,147.8,5,0,0,5,2.59,4,4,0.1,2.02977
Josh Manson,ANA,71,1333.55,5,3,7,15,6.26,51,18,2.3,0.6748903
Josh Morrissey,WPG,1,15.9,0,0,0,0,0.01,1,0,0,0
Jujhar Khaira,EDM,15,155.32,0,2,0,2,1.38,4,6,0.1,0.772598445
Julian Melchiori,WPG,11,149.55,0,0,0,0,0.25,5,2,0,0
Jussi Jokinen,FLA,81,1481.6,18,24,18,60,16.48,47,31,3,2.42980576
Justin Abdelkader,DET,82,1511.72,19,17,6,42,19.64,29,23,-0.1,1.66697538
Justin Bailey,BUF,8,92.82,0,0,0,0,2.02,3,4,0,0
Justin Braun,S.J,80,1644.75,4,11,8,23,5.22,46,33,1.5,0.8390333
Justin Falk,CBJ,24,341.42,0,4,0,4,0.47,9,3,0.7,0.7029465
Justin Faulk,CAR,64,1538.85,16,10,11,37,10.9,42,45,-0.5,1.44263577
Justin Fontaine,MIN,60,711.33,5,7,4,16,4.84,12,17,1.9,1.34958458
Justin Schultz,EDM,45,902.9,3,2,5,10,3.81,38,16,-0.7,0.6645254
Justin Schultz,PIT,18,256.12,1,4,3,8,1.55,2,5,-0.7,1.87412155
Justin Williams,WSH,82,1365.53,22,15,15,52,22.82,48,37,2.1,2.284827
Jyrki Jokipakka,CGY,18,322.28,0,2,4,6,0.43,14,7,0.7,1.11704111
Jyrki Jokipakka,DAL,40,580.13,2,4,0,6,1.07,21,7,0.7,0.6205506
Kael Mouillierat,PIT,1,10.68,0,0,0,0,0.16,0,1,0,0
Karl Alzner,WSH,82,1752.75,4,8,9,21,4.17,41,24,0.2,0.718870342
Kasperi Kapanen,TOR,9,133.02,0,0,0,0,1.33,1,4,-0.5,0
Keith Yandle,NYR,82,1636.88,5,24,18,47,8.17,76,27,0.4,1.72278965
Kenny Agostino,CGY,2,27.1,0,0,0,0,0.18,5,2,-0.1,0
Kerby Rychel,CBJ,32,304.45,2,6,1,9,4.28,9,9,0.6,1.77369022
Kevan Miller,BOS,71,1353.17,5,6,7,18,2.31,33,12,2.6,0.798125863
Kevin Bieksa,ANA,71,1491.77,4,7,4,15,5.45,51,13,-1.2,0.603310168
Kevin Connauton,ARI,38,667.17,4,3,2,9,1.94,10,11,-1.4,0.809388936
Kevin Connauton,CBJ,27,420.8,1,0,7,8,1.31,3,4,-1.4,1.14068449
Kevin Fiala,NSH,5,65.77,1,0,0,1,1.13,3,0,-0.2,0.912270069
Kevin Gravel,L.A,5,58.38,0,0,0,0,0.23,2,0,0.1,0
Kevin Hayes,NYR,79,1079.37,14,14,8,36,12.56,42,24,0.5,2.0011673
Kevin Klein,NYR,69,1406.53,9,4,13,26,4.67,45,20,0.9,1.1091125
Kevin Porter,PIT,41,464.08,0,2,1,3,3.45,8,7,0.1,0.387864172
Kevin Shattenkirk,STL,72,1614.4,14,18,12,44,10.01,39,37,0.8,1.6352824
Klas Dahlbeck,ARI,71,1117.03,2,2,4,8,1.63,15,10,-0.3,0.429710925
Korbinian Holzer,ANA,30,430.8,0,3,0,3,0.63,8,2,0.5,0.4178273
Kris Letang,PIT,71,1913.1,16,23,28,67,12.68,69,47,1.6,2.10130167
Kris Russell,CGY,51,1166.37,4,5,6,15,4.09,34,19,0.7,0.7716248
Kris Russell,DAL,11,264.33,0,2,2,4,1.11,13,4,0.7,0.907956
Kris Versteeg,CAR,63,1032.33,11,8,14,33,15.09,36,37,0.7,1.9179914
Kris Versteeg,L.A,14,152.53,4,1,0,5,2.61,2,1,0.7,1.9668262
Kurtis Gabriel,MIN,3,13.48,0,0,0,0,0.01,0,1,0,0
Kyle Baun,CHI,2,18.1,0,0,0,0,0,0,0,0,0
Kyle Brodziak,STL,76,821.18,7,2,2,11,4.88,11,18,0.3,0.8037215
Kyle Chipchura,ARI,70,716.42,4,6,2,12,4.83,16,25,-0.2,1.00499713
Kyle Clifford,L.A,57,524.27,3,3,3,9,6.16,6,5,-0.1,1.03000355
Kyle Okposo,NYI,79,1438.25,22,23,19,64,23.36,54,42,2.1,2.66991138
Kyle Palmieri,N.J,82,1460.32,30,16,11,57,22.78,35,43,3.4,2.34195256
Kyle Quincey,DET,47,928.88,4,0,7,11,3.18,26,8,0.2,0.7105331
Kyle Rau,FLA,9,113.32,0,0,0,0,1.66,1,3,-0.1,0
Kyle Turris,OTT,57,1123.17,13,10,7,30,12.96,24,16,0,1.60260689
Ladislav Smid,CGY,22,254.88,0,0,0,0,0.4,4,1,-0.1,0
Lance Bouma,CGY,44,529.57,2,3,2,7,5.61,10,6,-0.3,0.7930963
Landon Ferraro,BOS,58,626,5,3,2,10,5.98,16,13,0.1,0.9584665
Landon Ferraro,DET,10,95.57,0,0,0,0,1.14,1,3,0.1,0
Lars Eller,MTL,79,1205.32,13,7,6,26,14.21,25,46,0.9,1.29426217
Laurent Dauphin,ARI,8,90.52,1,0,0,1,0.79,0,3,0.2,0.662836969
Lauri Korpikoski,EDM,71,988.45,10,7,5,22,10.18,14,19,-1,1.33542418
Lee Stempniak,BOS,19,291.32,3,2,5,10,3.26,8,6,0.5,2.05959082
Lee Stempniak,N.J,63,1180.07,16,13,12,41,16.28,22,25,0.5,2.08462214
Leo Komarov,TOR,67,1194.95,19,7,10,36,17.95,16,42,1.3,1.807607
Leon Draisaitl,EDM,72,1299.52,19,16,16,51,16.22,61,40,1.7,2.35471559
Linden Vey,VAN,41,645.82,4,7,4,15,4.98,16,16,-0.6,1.3935771
Logan Couture,S.J,52,904.13,15,10,11,36,16.2,36,39,2.3,2.389037
Logan Shaw,FLA,53,648.77,5,1,1,7,7.52,5,21,0,0.647378862
Loui Eriksson,BOS,82,1597.5,30,18,15,63,20.53,27,48,3.2,2.366197
Luca Sbisa,VAN,41,712.38,2,3,3,8,0.92,12,5,0.4,0.673797667
Lucas Lessio,MTL,12,125.7,1,0,1,2,1.26,2,2,0.3,0.954654
Luke Gazdic,EDM,29,179.73,1,0,0,1,2.1,1,2,-0.2,0.333834082
Luke Glendening,DET,81,1180.8,8,6,7,21,11.78,11,20,0.5,1.06707311
Luke Schenn,L.A,43,755.02,2,3,6,11,1.67,34,8,0.9,0.874149
Luke Schenn,PHI,29,510.12,2,0,3,5,0.53,19,3,0.9,0.5880969
Luke Witkowski,T.B,4,28.52,0,0,0,0,0.04,1,0,0,0
Magnus Paajarvi,STL,48,616.8,3,6,0,9,8.38,4,8,-0.1,0.8754864
Marc-Andre Gragnani,N.J,4,57.45,0,0,0,0,0.11,1,1,-0.3,0
Marc-Edouard Vlasic,S.J,67,1549.7,8,13,18,39,7.52,29,15,4.1,1.50996971
Marc Methot,OTT,69,1425.42,5,3,4,12,2.44,49,10,1.1,0.505114257
Marc Staal,NYR,77,1515.3,2,5,8,15,3.52,49,20,-0.8,0.593941748
Marco Scandella,MIN,73,1511.1,5,7,9,21,5.06,39,23,1.6,0.8338297
Marcus Foligno,BUF,75,988.83,10,7,6,23,8.44,17,30,1.9,1.39558876
Marcus Johansson,WSH,74,1231.33,17,18,11,46,15.73,39,35,1.6,2.241479
Marcus Kruger,CHI,41,554.37,0,3,1,4,3.93,4,10,-0.3,0.432923853
Marek Hrivik,NYR,5,53.58,0,0,1,1,0.26,3,0,0.3,1.11982083
Marek Zidlicky,NYI,53,825.92,4,6,6,16,3.26,21,5,0.5,1.16234016
Marian Gaborik,L.A,54,807,12,7,3,22,14.19,18,13,0.5,1.63568771
Marian Hossa,CHI,64,1104.73,13,14,6,33,20.12,25,44,0.2,1.79229319
Mark Arcobello,TOR,20,253.55,3,0,1,4,3.27,4,9,0.4,0.946558833
Mark Barberio,MTL,30,449.93,2,2,6,10,1.87,19,11,1.2,1.3335408
Mark Borowiecki,OTT,63,921.5,1,1,0,2,1.66,22,3,-2.3,0.13022247
Mark Fayne,EDM,69,1153.47,2,2,3,7,2.06,36,13,0,0.364118725
Mark Giordano,CGY,82,2033.02,21,17,18,56,11.69,68,45,1.8,1.65271366
Mark Letestu,EDM,82,1294.15,10,7,8,25,9.98,29,28,-0.4,1.15906191
Mark McNeill,CHI,1,12.73,0,0,0,0,0,0,1,0,0
Mark Pysyk,BUF,55,874.67,1,6,4,11,2.17,21,9,0.9,0.7545703
Mark Scheifele,WPG,71,1316.97,29,20,12,61,23.55,35,61,3.1,2.77910662
Mark Stone,OTT,75,1508.52,23,21,17,61,22.17,54,128,3.4,2.426219
Mark Streit,PHI,62,1356.22,6,6,11,23,6.14,41,14,-0.5,1.017534
Mark Stuart,WPG,64,1046.4,1,0,2,3,1.96,43,3,-1.2,0.172018349
Marko Dano,CHI,13,125.9,1,0,1,2,1.53,6,2,0,0.9531374
Marko Dano,WPG,21,290.65,4,1,3,8,3.58,9,8,0,1.6514709
Markus Granlund,CGY,31,401.93,4,3,0,7,4.01,5,17,-0.2,1.04495811
Markus Granlund,VAN,16,246.08,2,1,0,3,2.69,6,2,-0.2,0.731469452
Markus Hannikainen,CBJ,4,28.58,0,0,0,0,0.03,0,1,-0.1,0
Martin Hanzal,ARI,64,1139.03,13,14,14,41,17.77,21,27,1.4,2.15973234
Martin Havlat,STL,2,21.78,1,0,0,1,0.26,0,3,0.1,2.75482082
Martin Marincin,TOR,65,1090,1,3,3,7,1.47,41,25,0.2,0.3853211
Mason Raymond,CGY,29,357.9,4,0,1,5,4.26,11,8,-0.6,0.838223
Mathieu Perreault,WPG,71,1174.98,9,14,18,41,14.53,26,31,2,2.09365273
Mats Zuccarello,NYR,81,1496.6,26,27,8,61,16.87,43,59,2.4,2.44554329
Matt Bartkowski,VAN,80,1489.48,6,5,7,18,4.04,49,18,-1.6,0.725085258
Matt Beleskey,BOS,80,1268.55,15,11,11,37,15.85,26,27,0.7,1.75002944
Matt Calvert,CBJ,73,1104.35,11,8,5,24,12.35,10,36,0.7,1.30393445
Matt Carle,T.B,64,1073.9,2,3,4,9,2.11,28,9,-0.2,0.5028401
Matt Cullen,PIT,82,1138.18,16,11,5,32,11.72,20,19,1.2,1.6869036
Matt Duchene,COL,76,1412.88,30,16,13,59,22.19,31,43,1.5,2.50552058
Matt Dumba,MIN,81,1364.08,10,11,5,26,9.96,44,13,1.3,1.143628
Matt Greene,L.A,3,35.25,0,0,0,0,0.05,3,0,-0.1,0
Matt Halischuk,WPG,30,283.57,0,3,0,3,3,3,5,-0.2,0.6347639
Matt Hendricks,EDM,68,900.17,5,4,3,12,6.09,20,14,0.2,0.7998489
Matt Hunwick,TOR,60,1353.82,2,5,3,10,3.42,44,24,-1.2,0.4431904
Matt Irwin,BOS,2,29.87,0,0,0,0,0.06,0,0,0,0
Matt Martin,NYI,80,844.32,10,7,2,19,10.03,15,8,0.5,1.350199
Matt Moulson,BUF,81,964.15,8,7,6,21,11.45,15,18,1,1.30685055
Matt Nieto,S.J,67,881.68,8,4,5,17,9.14,27,17,-0.7,1.15688229
Matt Niskanen,WSH,82,2022.25,5,12,15,32,7.09,62,34,1.9,0.9494375
Matt Puempel,OTT,26,294.78,2,0,1,3,2.57,5,6,-0.9,0.61062485
Matt Read,PHI,79,1205,11,8,7,26,15.73,20,34,0.3,1.29460585
Matt Stajan,CGY,80,1015.8,6,8,3,17,6.51,34,34,0,1.00413465
Matt Taormina,T.B,3,41.78,0,0,0,0,0.1,2,0,0,0
Matt Tennyson,S.J,29,304.8,1,1,2,4,1.1,14,1,0.1,0.7874016
Mattias Ekholm,NSH,82,1659.82,8,12,15,35,7.09,54,26,2.8,1.26519752
Mattias Janmark,DAL,73,1034.62,15,10,4,29,13.44,36,26,2,1.68177688
Max Domi,ARI,81,1326.32,18,24,10,52,17.34,41,28,2.4,2.3523736
Max Friberg,ANA,5,44.2,0,0,0,0,0.13,0,0,-0.1,0
Max McCormick,OTT,20,209.17,2,0,2,4,2.23,5,8,-0.2,1.147392
Max Pacioretty,MTL,82,1519.23,30,23,11,64,30.85,33,35,1.9,2.52759624
Max Talbot,BOS,38,426.12,2,3,2,7,2.75,0,9,-0.1,0.985637844
Melker Karlsson,S.J,65,879.03,10,6,3,19,10.27,14,24,0.7,1.29688406
Michael Chaput,CBJ,8,71.98,1,0,1,2,1.45,3,0,0.3,1.66712964
Michael Del Zotto,PHI,52,1217.47,4,4,5,13,4.37,31,14,-0.5,0.640672863
Michael Frolik,CGY,64,1011.77,15,9,8,32,13.04,21,27,0.9,1.89766443
Michael Grabner,TOR,80,1157.53,9,5,4,18,12.29,21,66,0.2,0.9330211
Michael Keranen,MIN,1,6.15,0,0,0,0,0,0,0,0,0
Michael Kostka,OTT,15,222.72,0,0,1,1,0.84,6,0,0.4,0.269396544
Michael Latta,WSH,43,347.68,3,1,3,7,3.15,4,8,0.4,1.20800734
Michael McCarron,MTL,20,233.63,1,1,0,2,3.86,7,4,-0.5,0.513632655
Michael Mersch,L.A,17,176.47,1,1,1,3,1.61,3,3,0,1.02000344
