Player,Team,GP,TOI,G,A1,A2,Points,ixG,GIVE,TAKE,WAR,p/60
Nikita Nesterov,MTL,13,201.23,1,3,1,5,0.91,9,0,0.1,1.49083138
Nikita Nesterov,T.B,35,580.45,3,6,3,12,1.9,15,6,0.1,1.24041688
Nikita Scherbak,MTL,3,34.13,1,0,0,1,0.19,0,0,0.1,1.75798416
Nikita Soshnikov,TOR,56,607.5,5,3,1,9,6.96,15,20,0.1,0.8888889
Nikita Tryamkin,VAN,66,1104.85,2,3,4,9,2.87,33,12,-1,0.488754153
Nikita Zadorov,COL,56,1066,0,7,3,10,2.83,25,12,-0.8,0.5628518
Nikita Zaitsev,TOR,82,1805.53,4,13,19,36,6.16,58,33,-0.3,1.19632459
Niklas Hjalmarsson,CHI,73,1569.13,5,7,6,18,3.29,70,23,1.2,0.6882795
Niklas Kronwall,DET,57,1108.83,2,5,6,13,3.93,23,6,-0.9,0.7034442
Nikolaj Ehlers,WPG,82,1433.87,25,20,19,64,23.33,51,36,1.2,2.678067
Nikolay Goldobin,S.J,2,19.65,0,0,0,0,0.18,0,3,0,0
Nikolay Goldobin,VAN,12,139.53,3,0,0,3,1.74,8,0,0,1.29004514
Nikolay Kulemin,NYI,72,994.85,12,7,4,23,11.77,17,30,1.3,1.38714385
Nino Niederreiter,MIN,82,1235.88,25,25,7,57,18.47,27,32,3.4,2.767259
Noah Hanifin,CAR,81,1451.52,4,16,9,29,6.14,53,42,-0.1,1.19874334
Noel Acciari,BOS,29,300.78,2,1,2,5,3.1,4,10,0.6,0.9974067
Oliver Bjorkstrand,CBJ,26,366.33,6,4,3,13,6.62,8,8,0.9,2.12922788
Oliver Ekman-Larsson,ARI,79,1944.62,12,9,18,39,9.29,48,18,0.7,1.20331991
Olli Maatta,PIT,55,993.52,1,4,2,7,1.77,30,11,1.6,0.422739357
Ondrej Kase,ANA,53,624.55,5,7,3,15,8.04,33,23,0.2,1.44103754
Ondrej Palat,T.B,75,1433.8,17,17,18,52,17.74,46,60,2.5,2.17603564
Oscar Klefbom,EDM,82,1834.35,12,15,11,38,8.73,67,29,2.6,1.2429471
Oscar Lindberg,NYR,65,703.92,8,6,6,20,6.1,12,10,0.2,1.70473921
Oskar Sundqvist,PIT,10,91.73,0,0,0,0,0.62,2,1,-0.2,0
P.A. Parenteau,N.J,59,884.23,13,7,7,27,10.44,26,19,0.4,1.83210254
P.A. Parenteau,NSH,8,100.5,0,1,0,1,1.18,5,2,0.4,0.5970149
P.K. Subban,NSH,66,1610.67,10,13,17,40,6.64,58,30,2.2,1.49006307
Patric Hornqvist,PIT,70,1116.58,21,15,8,44,25.47,11,30,3.2,2.36436272
Patrice Bergeron,BOS,79,1533.95,21,21,11,53,28.41,23,65,3.2,2.07307935
Patrick Brown,CAR,14,136,0,0,0,0,1.01,3,2,-0.3,0
Patrick Cannone,MIN,3,23.65,0,0,0,0,0.21,2,1,0,0
Patrick Eaves,ANA,20,314,11,2,1,14,6.71,6,9,1,2.67515922
Patrick Eaves,DAL,59,982.27,21,6,10,37,20.17,13,21,1,2.260071
Patrick Kane,CHI,82,1754.38,34,36,19,89,26.29,42,49,0.7,3.04381037
Patrick Marleau,S.J,82,1406.93,27,7,12,46,26.26,51,46,1.5,1.961718
Patrick Maroon,EDM,81,1355.75,27,9,6,42,27,49,33,1.1,1.85874975
Patrick Sharp,DAL,48,765.28,8,4,6,18,13.51,21,16,-0.9,1.41124809
Patrick Wiercioch,COL,57,949.93,4,3,5,12,2.46,15,6,-0.6,0.7579506
Patrik Berglund,STL,82,1311.13,23,7,4,34,19.1,23,43,-0.1,1.55590975
Patrik Laine,WPG,73,1307.6,36,13,15,64,18.17,55,43,1.9,2.936678
Patrik Nemeth,DAL,40,631.15,0,2,1,3,2.19,18,10,-0.6,0.285193682
Paul Byron,MTL,81,1220.47,22,15,6,43,14.48,22,40,3.3,2.11393976
Paul Carey,WSH,6,62.88,0,0,0,0,0.57,4,5,-0.3,0
Paul Ladue,L.A,22,338.92,0,2,6,8,0.87,12,3,0.5,1.41626334
Paul Martin,S.J,81,1557.3,4,5,17,26,1.76,57,36,-0.7,1.00173378
Paul Postma,WPG,65,705.53,1,7,6,14,2.28,29,10,0.1,1.1905942
Paul Stastny,STL,66,1263.22,18,16,6,40,12.86,9,24,1.4,1.89990664
Paul Thompson,FLA,21,165.9,0,1,2,3,1.08,2,4,-0.5,1.084991
Pavel Buchnevich,NYR,41,543.6,8,6,6,20,7.41,22,11,1.3,2.2075057
Pavel Zacha,N.J,70,1001.55,8,11,5,24,8,26,16,0,1.43777144
Peter Cehlarik,BOS,11,153.05,0,1,1,2,1.45,10,8,0.2,0.7840575
Peter Holland,ARI,40,526.25,5,3,3,11,6.79,13,19,-0.3,1.25415683
Peter Holland,TOR,8,85.75,0,0,1,1,1.04,3,2,-0.3,0.699708462
Petter Granberg,NSH,10,96.27,0,0,0,0,0.09,1,0,0.1,0
Petteri Lindbohm,STL,7,90.88,0,0,0,0,0.28,1,1,-0.3,0
Phil Kessel,PIT,82,1470.98,23,25,22,70,20.26,51,15,1,2.85523939
Phil Varone,OTT,7,55.65,0,0,0,0,0.3,4,3,-0.3,0
Philip Larsen,VAN,26,427.92,1,4,1,6,1.8,14,4,-1,0.841278732
Phillip Danault,MTL,82,1277.7,13,15,12,40,14.03,36,49,1.2,1.87837529
Phillip Di Giuseppe,CAR,36,442.65,1,3,3,7,6.73,13,12,-0.7,0.9488309
Pierre-Edouard Bellemare,PHI,82,1063.57,4,3,1,8,6.06,14,24,0.6,0.451310247
Pontus Aberg,NSH,15,185.03,1,0,1,2,0.44,2,5,0,0.6485435
Quinton Howden,WPG,5,43.28,0,0,0,0,0.51,0,1,0.1,0
Radek Faksa,DAL,80,1293.8,12,13,8,33,17.21,36,43,0.5,1.5303756
Radim Vrbata,ARI,81,1368.68,20,24,11,55,17.14,32,34,0.7,2.411082
Radko Gudas,PHI,67,1292.58,6,10,7,23,4.71,40,18,2.9,1.0676322
Rasmus Andersson,CGY,1,18.55,0,0,0,0,0,0,0,0,0
Rasmus Ristolainen,BUF,79,2090.97,6,17,22,45,9.66,59,25,0.9,1.2912668
Reid Boucher,N.J,9,110.28,0,2,0,2,1.1,0,4,0.1,1.0881393
Reid Boucher,NSH,3,26.12,1,0,0,1,0.19,1,2,0.1,2.29709029
Reid Boucher,VAN,27,328.75,5,1,1,7,4.73,7,12,0.1,1.27756655
Reilly Smith,FLA,80,1468.25,15,9,13,37,17.25,39,49,1.6,1.51200414
Remi Elie,DAL,18,281.25,1,2,4,7,2.19,13,12,0.3,1.49333334
Rene Bourque,COL,65,906.37,12,3,3,18,10.39,12,24,-0.3,1.19156635
Richard Panik,CHI,82,1208.17,22,12,10,44,18.73,23,30,1.8,2.185123
Rick Nash,NYR,67,1103.1,23,13,2,38,23.6,46,43,0.7,2.0669024
Rickard Rakell,ANA,71,1234.42,33,13,5,51,21.98,37,23,2.5,2.47889686
Riley Barber,WSH,3,25.73,0,0,0,0,0.05,0,0,0,0
Riley Nash,BOS,81,1118.23,7,8,2,17,12.49,18,48,0.2,0.9121558
Riley Sheahan,DET,80,1117.73,2,5,6,13,11.16,22,20,-0.5,0.697842956
Rob O'Gara,BOS,3,48.03,0,0,0,0,0.06,2,0,0,0
Robbie Russo,DET,19,305.32,0,0,0,0,0.59,13,0,0.1,0
Robby Fabbri,STL,51,795.83,11,12,6,29,9.39,8,20,0.5,2.1863966
Robert Bortuzzo,STL,38,535.3,1,2,1,4,1.8,13,4,1.2,0.448346734
Robert Hagg,PHI,1,21.32,0,0,0,0,0.24,0,0,0,0
Rocco Grimaldi,COL,4,44,0,1,0,1,1.31,0,3,0,1.36363637
Roman Josi,NSH,72,1805.38,12,20,17,49,11.4,41,16,3.2,1.628466
Roman Lyubimov,PHI,47,450.18,4,1,1,6,4.28,5,12,0.5,0.7996801
Roman Polak,TOR,75,1344.03,4,2,5,11,2.28,49,16,-0.7,0.491060466
Ron Hainsey,CAR,56,1250.22,4,7,3,14,3.1,35,22,-0.4,0.671881735
Ron Hainsey,PIT,16,335.93,0,1,2,3,0.49,12,3,-0.4,0.5358259
Ryan Callahan,T.B,18,254.57,2,1,1,4,1.99,10,7,-0.6,0.9427662
Ryan Carpenter,S.J,11,114.22,2,2,0,4,1.58,3,1,0.3,2.10120821
Ryan Dzingel,OTT,81,1165.43,14,13,5,32,16.1,25,23,1.4,1.64746046
Ryan Ellis,NSH,71,1700.87,16,13,9,38,8.11,41,37,1.7,1.34049046
Ryan Garbutt,ANA,27,247.28,2,0,1,3,1.9,3,3,0,0.727919757
Ryan Getzlaf,ANA,74,1559.22,15,38,20,73,15.2,68,61,2.2,2.80909681
Ryan Hartman,CHI,76,970.3,19,8,4,31,16.17,31,36,1.7,1.916933
Ryan Johansen,NSH,82,1544.52,14,28,19,61,18.07,51,38,1.4,2.36966825
Ryan Johnston,MTL,7,69.08,0,0,0,0,0.2,3,1,-0.5,0
Ryan Kesler,ANA,82,1746.9,22,24,13,59,31.1,39,22,0.8,2.02644682
Ryan McDonagh,NYR,77,1875.5,6,22,14,42,8.79,60,45,1.4,1.34364164
Ryan Murphy,CAR,27,355.63,0,1,1,2,0.77,8,11,-0.7,0.337429345
Ryan Murray,CBJ,60,1099.98,2,5,4,11,2.71,18,8,0.2,0.600010931
Ryan Nugent-Hopkins,EDM,82,1450.75,18,14,11,43,21.83,30,48,-1.2,1.77839053
Ryan O'Reilly,BUF,72,1545,20,21,14,55,18.47,27,58,2.8,2.13592243
Ryan Pulock,NYI,1,3.95,0,0,0,0,0,0,0,0,0
Ryan Reaves,STL,80,710.8,7,5,1,13,6.66,4,11,0.9,1.09735513
Ryan Spooner,BOS,78,1099.48,11,14,14,39,13.33,50,36,1.3,2.128279
Ryan Sproul,DET,27,408.98,1,4,2,7,2.34,7,5,-0.6,1.02694511
Ryan Strome,NYI,69,1007.93,13,10,7,30,12.99,32,33,-0.5,1.78583837
Ryan Suter,MIN,82,2207.78,9,10,21,40,9.1,38,41,3,1.08706486
Ryan White,ARI,46,503.73,7,4,2,13,3.17,7,10,0.5,1.54844856
Ryan White,MIN,19,189.03,2,0,1,3,1.59,3,1,0.5,0.9522298
Sam Bennett,CGY,81,1213.98,13,7,6,26,13.54,25,43,0.3,1.28502941
Sam Gagner,CBJ,81,1110.9,18,21,11,50,18.05,27,17,1.9,2.70051312
Sam Reinhart,BUF,79,1360.02,17,23,7,47,23.86,27,25,2.6,2.073499
Sami Vatanen,ANA,71,1538.15,4,9,12,25,8.8,39,15,0.4,0.975197434
Samuel Henley,COL,1,5.3,1,0,0,1,0.02,0,0,0,11.3207541
Samuel Morin,PHI,1,17.78,0,0,0,0,0.11,0,1,0,0
Scott Harrington,CBJ,22,286.15,1,0,2,3,1.02,5,4,0.5,0.6290407
Scott Hartnell,CBJ,78,940.83,13,15,9,37,11.92,30,17,1.9,2.35961866
Scott Laughton,PHI,2,20.48,0,0,0,0,0.55,0,1,0.1,0
Scott Mayfield,NYI,25,353.47,2,3,4,9,1.66,11,8,1.1,1.527711
Scott Wilson,PIT,78,853.67,8,11,7,26,14.3,11,20,1.1,1.827404
Scottie Upshall,STL,73,801.68,10,6,2,18,8.38,18,16,-0.3,1.347171
Sean Couturier,PHI,66,1217.42,14,10,10,34,15,33,46,1.8,1.67567468
Sean Kuraly,BOS,8,73.6,0,0,1,1,0.82,0,2,0,0.815217435
Sean Malone,BUF,1,12.2,0,0,0,0,0.14,1,0,0,0
Sean Monahan,CGY,82,1441.3,27,15,16,58,26.85,44,50,1.3,2.414487
Sebastian Aho,CAR,82,1376.52,24,12,13,49,25.73,57,40,1.1,2.13582063
Sergey Kalinin,N.J,43,550.13,2,2,0,4,3.5,10,7,-0.7,0.436260521
Sergey Tolchinsky,CAR,2,22.95,0,1,0,1,0.1,0,0,0,2.614379
Seth Griffith,FLA,21,277.22,0,4,1,5,3.05,6,5,0.4,1.082173
Seth Griffith,TOR,3,28.4,0,0,0,0,0.3,0,0,0.4,0
Seth Helgeson,N.J,9,121.22,1,0,0,1,0.2,0,0,0.2,0.494967818
Seth Jones,CBJ,75,1755.1,12,13,17,42,7.4,44,32,1.6,1.43581569
Shane Doan,ARI,74,1113.37,6,17,4,27,13.08,34,26,-0.1,1.45504189
Shane Harper,FLA,14,144.2,2,1,0,3,1.32,3,4,-0.1,1.24826634
Shane Prince,NYI,50,648.53,5,7,6,18,7.4,19,23,0.3,1.66530454
Shawn Matthias,WPG,45,610.15,8,3,1,12,5.52,8,10,0.1,1.18003762
Shawn Thornton,FLA,50,384.48,2,0,2,4,2.92,8,8,-0.9,0.6242197
Shayne Gostisbehere,PHI,76,1488.12,7,17,15,39,11.48,70,18,-1.2,1.57245386
Shea Theodore,ANA,34,588.65,2,6,1,9,3.85,30,4,-0.2,0.9173532
Shea Weber,MTL,78,1954.77,17,9,16,42,8.22,80,11,1.2,1.28915417
Sidney Crosby,PIT,75,1490.83,44,28,17,89,31.81,70,39,2.6,3.5818975
Simon Despres,ANA,1,16.13,0,0,0,0,0.04,0,0,0,0
Slater Koekkoek,T.B,29,376.53,0,2,2,4,0.85,7,1,0.1,0.637399435
Sonny Milano,CBJ,4,46.73,0,0,0,0,0.43,3,1,-0.1,0
Spencer Abbott,CHI,1,8.57,0,0,0,0,0.07,0,1,0,0
Stefan Noesen,ANA,12,78.62,2,0,0,2,1.4,2,3,0.2,1.52632916
Stefan Noesen,N.J,32,410.9,6,1,1,8,4.67,9,8,0.2,1.16816747
Stephen Gionta,NYI,26,291.38,1,5,0,6,1.35,6,5,0.6,1.2355
Stephen Johns,DAL,61,1113.58,4,2,4,10,3.23,45,20,0.9,0.5388028
Steve Oleksy,PIT,11,150.67,0,0,1,1,0.39,1,1,0.2,0.398221284
Steve Ott,DET,42,439.3,3,2,1,6,3.24,3,10,-0.7,0.819485545
Steve Ott,MTL,11,131.18,0,0,1,1,1.13,5,1,-0.7,0.457386822
Steven Kampfer,FLA,1,16.8,0,0,0,0,0.01,1,0,-0.1,0
Steven Kampfer,NYR,10,129.03,1,1,0,2,0.26,2,2,-0.1,0.9300163
Steven Santini,N.J,38,611.17,2,2,3,7,1.87,11,1,0.3,0.6872065
Steven Stamkos,T.B,17,303.9,9,9,2,20,5.82,6,15,1,3.94866729
Sven Andrighetto,COL,19,332.47,5,5,6,16,3.09,6,13,0.5,2.88747859
Sven Andrighetto,MTL,27,309.83,2,4,2,8,2.41,3,6,0.5,1.54923677
Sven Baertschi,VAN,68,1079.53,18,8,9,35,12.92,23,39,1.2,1.94529092
T.J. Oshie,WSH,68,1214.13,33,16,7,56,20.76,33,49,3.5,2.76741362
Tanner Glass,NYR,11,120.02,1,0,1,2,1.31,0,2,-0.2,0.9998334
Tanner Kero,CHI,47,633.83,6,6,4,16,8.09,11,14,1.2,1.51460171
Tanner Pearson,L.A,80,1305.6,24,14,6,44,21.95,20,25,2.6,2.022059
Tanner Richard,T.B,3,38.12,0,0,0,0,0.04,1,2,-0.1,0
Taylor Beck,EDM,3,17.65,0,0,0,0,0,0,0,-0.1,0
Taylor Beck,NYR,2,26.4,0,0,0,0,0.33,2,1,-0.1,0
Taylor Chorney,WSH,18,256.75,1,1,3,5,0.69,7,3,0.1,1.16845179
Taylor Fedun,BUF,27,360.82,0,3,4,7,0.74,9,5,0.1,1.16401529
Taylor Hall,N.J,72,1391.83,20,22,11,53,26.04,44,43,2.7,2.284762
Taylor Leier,PHI,10,90.6,1,0,1,2,0.6,0,2,0.1,1.3245033
Teddy Purcell,L.A,12,154.7,0,1,1,2,0.57,3,2,-0.4,0.7756949
Teemu Pulkkinen,ARI,4,39.03,1,0,0,1,0.56,5,0,-0.1,1.537279
Teemu Pulkkinen,MIN,9,84.48,1,0,0,1,0.48,1,2,-0.1,0.710227251
Teuvo Teravainen,CAR,81,1315.38,15,12,15,42,17.57,67,51,0.9,1.91579616
Thomas Chabot,OTT,1,7.15,0,0,0,0,0.04,1,0,0,0
Thomas Hickey,NYI,76,1331.42,4,5,11,20,4.67,43,16,0.5,0.901293337
Thomas Vanek,DET,48,701.6,15,14,9,38,11.53,27,18,0.7,3.249715
Thomas Vanek,FLA,20,277.72,2,7,1,10,2.97,7,3,0.7,2.16044927
Tim Heed,S.J,1,16.48,0,0,0,0,0.01,0,1,0,0
Tim Schaller,BOS,59,723.93,7,6,1,14,8.92,18,19,0.6,1.16033316
Timo Meier,S.J,34,424.1,3,2,1,6,8.14,28,24,0.1,0.8488564
Tj Brodie,CGY,82,1933.62,6,14,16,36,5.96,76,57,1,1.1170758
Tj Tynan,CBJ,3,22.45,0,0,0,0,0.18,0,0,0,0
Tobias Enstrom,WPG,60,1314.27,1,7,6,14,1.79,33,8,0.8,0.639138043
Tobias Rieder,ARI,80,1384.93,16,8,10,34,17.46,15,34,-0.4,1.47299862
Tom Gilbert,L.A,18,278.22,1,4,0,5,0.64,7,1,-0.5,1.07828331
Tom Kuhnhackl,PIT,57,607.08,4,7,5,16,6.37,5,6,0.4,1.58134019
Tom Pyatt,OTT,82,1281.45,9,9,5,23,10.42,20,35,1,1.07690513
Tom Sestito,PIT,13,71.92,0,1,1,2,0.17,2,0,0.1,1.66852057
Tom Wilson,WSH,82,1059.85,7,4,8,19,9.34,21,36,1.1,1.075624
Tomas Hertl,S.J,49,843.97,10,7,5,22,13.55,18,30,0,1.56403673
Tomas Jurco,CHI,13,147.8,1,0,0,1,3.05,3,2,-0.2,0.405953974
Tomas Jurco,DET,16,160.53,0,0,0,0,1.76,4,1,-0.2,0
Tomas Nosek,DET,11,111.37,1,0,0,1,2.28,3,5,-0.1,0.5387447
Tomas Plekanec,MTL,78,1311.72,10,9,9,28,14.43,29,30,0.6,1.28076112
Tomas Tatar,DET,82,1416.73,25,12,9,46,21.88,38,34,0.8,1.94814825
Tommy Wingels,OTT,36,394.52,2,1,1,4,3.13,2,7,-0.1,0.6083342
Tommy Wingels,S.J,37,372.08,5,3,0,8,3.77,13,6,-0.1,1.29004514
Tony Deangelo,ARI,39,666.6,5,4,5,14,2.76,22,4,-1.1,1.26012611
Torey Krug,BOS,81,1748.9,8,25,18,51,10.25,60,22,2.5,1.74967122
Torrey Mitchell,MTL,78,983.2,8,4,5,17,8.43,39,43,1,1.03742874
Travis Hamonic,NYI,49,1002.32,3,6,5,14,2.69,39,14,-1.2,0.83805573
Travis Konecny,PHI,70,986.33,11,10,7,28,12.95,28,26,1,1.70328391
Travis Zajac,N.J,80,1578.03,14,21,10,45,14.37,25,44,1.6,1.710994
Trevor Daley,PIT,56,1141.18,5,6,8,19,5.93,18,20,0.7,0.9989659
Trevor Lewis,L.A,82,1170.4,12,8,4,24,14.12,12,18,1.4,1.23034859
Trevor Smith,NSH,1,7.33,0,0,0,0,0,0,0,0,0
Trevor Van Riemsdyk,CHI,58,1067.7,5,5,6,16,4.35,35,22,2,0.899129033
Troy Brouwer,CGY,74,1200.48,13,5,7,25,11.19,30,22,-0.5,1.24950027
Troy Stecher,VAN,71,1418.48,3,10,11,24,5.56,33,26,0.7,1.01517117
Ty Rattie,CAR,5,67.32,0,2,0,2,0.62,0,4,-0.1,1.78253126
Ty Rattie,STL,4,29.33,0,0,0,0,0.04,0,0,-0.1,0
Tyler Bertuzzi,DET,7,63.75,0,0,0,0,0.35,3,1,-0.1,0
Tyler Bozak,TOR,78,1280.87,18,24,13,55,18.96,48,52,2.3,2.57637382
Tyler Ennis,BUF,51,654.63,5,5,3,13,6.85,17,19,0,1.1915127
Tyler Gaudet,ARI,4,51.95,0,1,0,1,0.35,0,0,0,1.1549567
Tyler Graovac,MIN,52,511.72,7,1,1,9,5.76,4,16,0.2,1.05526459
Tyler Johnson,T.B,66,1242.18,19,12,14,45,14.47,32,26,1.7,2.173598
Tyler Motte,CHI,33,375.77,4,3,0,7,3.89,4,13,-0.6,1.117705
Tyler Myers,WPG,11,244.28,2,0,3,5,0.91,10,6,0.2,1.22809887
Tyler Pitlick,EDM,31,307.65,8,2,1,11,4.46,8,3,0.6,2.145295
Tyler Seguin,DAL,82,1513.73,26,27,19,72,28.17,39,37,1.6,2.85387754
Tyler Toffoli,L.A,63,1044.9,16,9,9,34,18.12,31,19,0.6,1.95233989
Tyler Wotherspoon,CGY,4,43.6,0,0,0,0,0.13,4,1,-0.1,0
Tyson Barrie,COL,74,1724.75,7,20,11,38,10.18,51,22,0.6,1.32193077
Tyson Jost,COL,6,94.05,1,0,0,1,0.73,1,3,0,0.6379585
Valentin Zykov,CAR,2,12.5,1,0,0,1,0.78,1,0,0,4.8
Valtteri Filppula,PHI,20,342.55,5,2,1,8,2.98,8,6,-0.2,1.40125537
Valtteri Filppula,T.B,59,1032.53,7,19,8,34,8.3,31,24,-0.2,1.97572947
Vernon Fiddler,N.J,39,477.3,1,1,1,3,2.99,17,8,-0.3,0.377121329
Vernon Fiddler,NSH,20,210.18,1,0,0,1,1.05,4,4,-0.3,0.285469621
Victor Hedman,T.B,79,1936.1,16,34,22,72,11.66,73,39,4.2,2.23128963
Victor Rask,CAR,82,1417.93,16,11,18,45,15.78,46,41,0.4,1.90418422
Viktor Arvidsson,NSH,80,1372.38,31,14,16,61,24.45,26,37,2.4,2.6669
Viktor Stalberg,CAR,57,666.72,9,3,0,12,7.1,19,33,0.4,1.07991362
Viktor Stalberg,OTT,18,247.85,2,2,0,4,3.15,8,4,0.4,0.9683276
Vincent Trocheck,FLA,82,1708.42,23,16,15,54,25.03,69,63,2.9,1.89648914
Vinnie Hinostroza,CHI,49,586.93,6,4,4,14,7.73,15,27,-0.2,1.43117583
Vladimir Sobotka,STL,1,16.68,1,0,0,1,0.63,0,1,0,3.59712219
Vladimir Tarasenko,STL,82,1514.45,39,18,18,75,28.57,31,29,2.5,2.971376
Vladislav Kamenev,NSH,2,20.12,0,0,0,0,0.02,0,0,0,0
Vladislav Namestnikov,T.B,74,1094.08,10,9,9,28,14.61,26,14,1.3,1.53553677
Wade Megan,STL,3,26.4,1,0,0,1,0.57,0,0,0,2.27272725
Wayne Simmonds,PHI,82,1553.77,31,13,10,54,33.52,39,38,0.6,2.08525062
William Carrier,BUF,41,369.03,5,1,2,8,4.26,10,8,0.2,1.30070722
William Karlsson,CBJ,81,1084.25,6,13,6,25,10.79,20,33,0.7,1.38344479
William Nylander,TOR,81,1297,22,23,16,61,21.4,30,59,0.7,2.82189679
Xavier Ouellet,DET,66,1185.72,3,5,4,12,3.18,21,9,0.3,0.607226
Yanni Gourde,T.B,20,307.35,6,2,0,8,3.77,4,12,0.5,1.56173742
Yannick Weber,NSH,73,870.15,1,5,2,8,2.18,27,9,0.2,0.551629
Yohann Auvitu,N.J,25,390.08,2,1,1,4,1.85,13,7,0,0.615258455
Zac Dalpe,MIN,9,77,1,0,2,3,0.64,0,3,0.1,2.33766222
Zach Bogosian,BUF,56,1124.88,2,4,5,11,2.97,31,11,-0.3,0.5867292
Zach Hyman,TOR,82,1369.15,10,12,6,28,18.12,25,42,-0.5,1.22703862
Zach Parise,MIN,69,1202.58,19,17,6,42,25.81,17,33,1,2.09549475
Zach Redmond,MTL,16,196.27,0,1,4,5,0.38,6,5,0.7,1.52850664
Zach Sanford,STL,13,159.03,2,1,2,5,1.5,4,4,0.3,1.88643658
Zach Sanford,WSH,26,263.8,2,0,1,3,2.81,10,10,0.3,0.682335138
Zach Werenski,CBJ,78,1631,11,15,21,47,8.92,40,27,1.4,1.72900057
Zack Kassian,EDM,79,971.92,7,8,9,24,10.33,39,21,0.2,1.4816035
Zack Mitchell,MIN,11,92.68,0,0,0,0,0.96,1,2,-0.3,0
Zack Smith,OTT,74,1211.83,16,8,8,32,16.01,35,31,-0.2,1.58438075
Zbynek Michalek,ARI,3,52.98,0,0,0,0,0.03,3,0,-0.1,0
Zdeno Chara,BOS,75,1749.95,10,10,9,29,6.28,62,35,3.3,0.994314134
Zemgus Girgensons,BUF,75,986.92,7,8,1,16,9.67,16,17,-0.5,0.972723246
