Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Karl Alzner,MTL,4,0,0,0,0,0.02,0,1,0
Steven Kampfer,BOS,10,0,0,0,0,0.33,2,1,4
Paul Carey,BOS,1,0,0,0,-,0,0,0,0
Dalton Prout,S.J,2,0,0,0,0,0.02,5,0,2
Jordan Szwarz,OTT,3,0,0,0,-,0.34,2,0,0
Kevin Connauton,COL,4,0,0,0,-,0.38,0,0,0
Gabriel Dumont,MIN,3,0,0,0,-,0.44,0,0,1
Dalton Smith,BUF,1,0,0,0,0,0,0,0,0
Dylan McIlrath,DET,16,0,0,0,0,0.47,19,6,4
Michael Chaput,ARI,2,0,0,0,-,0.11,2,1,0
Kevin Gravel,TOR,3,0,0,0,-,0.02,0,1,0
Brandon Davidson,"CGY, S.J",12,0,0,0,0,0.77,0,9,3
Zach Trotman,PIT,8,0,0,0,0,0.2,4,6,0
Michael Sgarbossa,WSH,2,0,0,0,-,0.14,0,1,2
Brian Gibbons,CAR,15,0,0,0,0,0.66,4,7,8
Tyler Graovac,VAN,8,0,0,0,-,0.43,0,2,1
Steven Fogarty,NYR,7,0,0,0,-,0.16,0,2,2
Sven Baertschi,VAN,6,0,0,0,-,1.05,4,1,1
Derrick Pouliot,STL,2,0,0,0,-,0.01,2,1,0
Boo Nieves,NYR,4,0,0,0,0,0.13,4,0,1
Trevor Carrick,S.J,3,0,0,0,-,0.03,0,2,0
Thomas Di Pauli,PIT,2,0,0,0,-,0.07,10,0,0
Jake Bischoff,VGK,4,0,0,0,0,0.11,2,1,0
Riley Barber,MTL,9,0,0,0,-,0.62,2,2,0
Ashton Sautner,VAN,1,0,0,0,-,0,0,0,0
Jayson Megna,COL,8,0,0,0,0,0.16,2,1,0
Anton Blidh,BOS,7,0,0,0,0,0.42,0,1,1
John Gilmour,BUF,4,0,0,0,-,0.3,0,2,0
Tyler Lewington,WSH,6,0,0,0,0,0.02,2,3,1
Luke Johnson,MIN,3,0,0,0,-,0.03,0,0,0
Marko Dano,CBJ,3,0,0,0,-,0.17,2,1,1
Steven Santini,NSH,2,0,0,0,0,0.01,2,0,0
Gustav Olofsson,MTL,3,0,0,0,-,0.07,2,1,0
Justin Bailey,VAN,2,0,0,0,-,0.03,0,1,0
Samuel Morin,PHI,1,0,0,0,-,0,0,2,1
Jean-Sebastien Dea,BUF,3,0,0,0,-,0.01,0,0,0
Nikolay Goldobin,VAN,1,0,0,0,-,0,0,0,0
John Quenneville,CHI,9,0,0,0,0,1.05,0,5,2
Josh Jacobs,N.J,2,0,0,0,0,0.12,2,0,1
Jake Walman,STL,1,0,0,0,0,0.02,0,0,0
William Lagesson,EDM,8,0,0,0,0,0.26,0,5,0
Chase De Leo,ANA,1,0,0,0,-,0.06,0,0,0
Austin Poganski,STL,1,0,0,0,-,0,0,0,0
CJ Suess,WPG,1,0,0,0,-,0.04,0,0,0
Anthony Richard,NSH,1,0,0,0,-,0.09,0,0,0
Evgeny Svechnikov,DET,4,0,0,0,-,0.81,0,3,0
Keegan Kolesar,VGK,1,0,0,0,-,0.04,0,0,0
Gabriel Carlsson,CBJ,6,0,0,0,0,0.07,2,3,0
Colton White,N.J,6,0,0,0,0,0.05,2,5,2
Christian Wolanin,OTT,3,0,0,0,0,0.17,0,2,0
Alexandre Carrier,NSH,3,0,0,0,0,0.07,2,0,0
Brett Seney,N.J,2,0,0,0,-,0.14,0,3,1
Cameron Hughes,BOS,1,0,0,0,-,0.01,0,0,0
Kole Sherwood,CBJ,3,0,0,0,-,0.36,0,0,2
Maxime Lajoie,OTT,6,0,0,0,0,0.05,0,0,0
Kale Clague,L.A,4,0,0,0,0,0.03,0,1,0
Beck Malenstyn,WSH,3,0,0,0,-,0.3,0,0,1
Trent Frederic,BOS,2,0,0,0,-,0.01,0,0,0
Henrik Borgstrom,FLA,4,0,0,0,-,0.18,2,1,3
Tage Thompson,BUF,1,0,0,0,-,0.08,0,0,1
German Rubtsov,PHI,4,0,0,0,-,0.09,0,1,1
Janne Kuokkanen,N.J,1,0,0,0,-,0,0,1,0
Otto Koivula,NYI,12,0,0,0,0,0.2,2,3,2
Brandon Hagel,CHI,1,0,0,0,0,0.24,0,0,1
Calvin Thurkauf,CBJ,3,0,0,0,-,0.06,0,0,0
Joachim Blichfeld,S.J,3,0,0,0,-,0.21,2,0,2
Rhett Gardner,DAL,8,0,0,0,0,0.22,2,3,1
Brennan Menell,MIN,5,0,0,0,0,0.06,2,0,2
Conor Timmins,COL,2,0,0,0,0,0.05,0,0,1
Jaret Anderson-Dolan,L.A,4,0,0,0,-,0.06,0,2,0
Urho Vaakanainen,BOS,5,0,0,0,0,0.08,0,3,1
Jason Robertson,DAL,3,0,0,0,0,0.13,0,0,1
Josh Norris,OTT,3,0,0,0,0,0.29,0,0,1
Gustav Lindstrom,DET,16,0,0,0,0,0.26,14,6,3
Max Veronneau,OTT,4,0,0,0,-,0.14,0,1,0
Sheldon Dries,COL,5,0,0,0,-,0.14,0,1,0
Lukas Radil,S.J,14,0,0,0,0,0.67,4,4,4
Oliver Wahlstrom,NYI,9,0,0,0,0,0.67,4,4,1
Nicolas Beaudin,CHI,1,0,0,0,0,0.13,0,1,0
Lawrence Pilut,BUF,13,0,0,0,0,0.26,4,4,2
Otto Leskinen,MTL,5,0,0,0,0,0.03,0,5,1
Danil Yurtaykin,S.J,4,0,0,0,0,0.19,0,0,2
Tobias Bjornfot,L.A,3,0,0,0,-,0,0,0,0
Alexander Yelesin,CGY,4,0,0,0,0,0.05,0,2,0
Anton Wedin,CHI,4,0,0,0,0,0.16,4,0,1
Andrei Chibisov,WPG,2,0,0,0,-,0.11,0,0,0
Joona Luoto,WPG,16,0,0,0,-,0.54,2,5,3
Nikolai Knyzhov,S.J,3,0,0,0,-,0.01,2,2,1
