Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Ondrej Kase,ANA,53,4,9,13,72.22,7.32,16,33,23
Frank Vatrano,BOS,44,6,7,13,76.47,6.47,10,4,9
Troy Stecher,VAN,71,0,13,13,30.23,2.73,23,27,22
Mark Streit,"PHI, PIT",68,3,9,12,37.5,3.15,18,35,11
Fedor Tyutin,COL,69,1,11,12,44.44,1.41,28,15,13
Trevor Daley,PIT,56,4,8,12,26.67,4.17,18,17,13
Marc Methot,OTT,68,0,12,12,25.53,2.39,18,35,8
Kris Russell,EDM,68,1,11,12,29.27,2.96,14,48,34
Chris VandeVelde,PHI,81,5,7,12,80,4.96,6,9,10
David Desharnais,"EDM, MTL",49,6,6,12,54.55,4.33,10,11,19
David Schlemko,S.J,62,0,12,12,40,3,14,41,23
Karl Alzner,WSH,82,2,10,12,21.05,2.5,22,36,10
Riley Nash,BOS,81,5,7,12,66.67,10.84,8,13,42
Micheal Haley,S.J,58,2,10,12,57.14,4.62,44,19,18
Steven Stamkos,T.B,17,5,7,12,85.71,2.45,12,3,12
Luca Sbisa,VAN,82,2,10,12,29.27,3.03,31,45,17
Patrick Wiercioch,COL,57,4,8,12,66.67,1.93,23,15,5
Marco Scandella,MIN,71,4,8,12,25.53,3.04,18,35,21
Tommy Wingels,"OTT, S.J",73,7,5,12,66.67,6.9,18,15,12
Jordan Schroeder,MIN,37,6,6,12,85.71,2.24,0,5,11
Magnus Paajarvi,STL,32,7,5,12,66.67,3.92,4,0,10
Nick Jensen,DET,49,4,8,12,38.71,2.24,10,34,10
Joonas Donskoi,S.J,61,5,7,12,57.14,8.42,4,27,28
Tom Kuhnhackl,PIT,57,2,10,12,63.16,4.21,18,5,3
Xavier Ouellet,DET,66,3,9,12,29.27,2.81,16,15,9
Luke Glendening,DET,74,2,10,12,70.59,6.77,16,9,14
Ivan Barbashev,STL,30,5,7,12,85.71,2.47,0,3,8
Brandon Carlo,BOS,82,5,7,12,20,2.86,50,29,18
Tanner Kero,CHI,47,4,8,12,48,5.85,8,9,13
Drake Caggiula,EDM,60,5,7,12,54.55,6.92,10,20,16
Ron Hainsey,"CAR, PIT",72,2,9,11,27.5,1.75,17,42,19
Kevin Bieksa,ANA,81,2,9,11,23.4,3.36,38,40,10
Braydon Coburn,T.B,80,4,7,11,28.21,3.68,29,28,4
Dion Phaneuf,OTT,81,3,8,11,22.45,4.02,64,40,9
Carl Soderberg,COL,80,5,6,11,47.83,6.9,8,17,29
Troy Brouwer,CGY,74,6,5,11,42.31,5.33,19,27,16
Devin Setoguchi,L.A,45,4,7,11,61.11,5.91,12,19,15
Justin Abdelkader,DET,64,2,9,11,64.71,6.11,14,13,13
Darren Helm,DET,50,6,5,11,45.83,5.58,18,18,12
Viktor Stalberg,"CAR, OTT",75,8,3,11,61.11,7.86,24,21,27
Shawn Matthias,WPG,45,7,4,11,55,4.2,9,6,10
Jordie Benn,"DAL, MTL",71,3,8,11,34.38,2.1,14,42,11
Matt Irwin,NSH,74,3,8,11,26.19,2.92,14,34,13
Jordan Weal,PHI,23,7,4,11,78.57,4.53,8,6,14
Tyler Pitlick,EDM,31,8,3,11,84.62,3.56,6,7,3
Joakim Nordstrom,CAR,82,6,5,11,64.71,8.36,8,19,20
Kevan Miller,BOS,58,3,8,11,37.93,1.57,32,17,7
Lukas Sedlak,CBJ,62,6,5,11,47.83,6.13,14,10,14
Michael Matheson,FLA,81,6,5,11,23.91,5.62,26,52,40
Matthew Benning,EDM,62,2,9,11,26.19,2.65,25,49,7
Michael Raffl,PHI,52,8,3,11,57.89,7.33,15,16,13
Aaron Ekblad,FLA,68,4,7,11,36.67,5.44,36,48,22
Pavel Zacha,N.J,70,3,8,11,73.33,5.49,11,21,13
Lawson Crouse,ARI,72,4,7,11,64.71,7.09,27,5,11
Brian Campbell,CHI,80,3,7,10,17.24,2.36,18,52,11
Dennis Wideman,CGY,57,3,7,10,34.48,2.31,18,40,17
Jiri Hudler,DAL,32,2,8,10,76.92,1.67,4,5,12
Eric Fehr,"PIT, TOR",53,5,5,10,66.67,4.75,8,7,15
Roman Polak,TOR,75,4,6,10,25,1.7,46,42,13
Dan Girardi,NYR,63,1,9,10,27.78,1.51,14,39,8
Tyler Ennis,BUF,51,5,5,10,71.43,5.71,10,16,18
Michael Stone,"ARI, CGY",64,2,8,10,30.3,1.74,18,20,3
Kyle Clifford,L.A,73,4,6,10,71.43,9.51,51,6,17
Peter Holland,"ARI, TOR",48,4,6,10,62.5,5.79,14,10,21
Chris Wideman,OTT,76,2,8,10,33.33,2.81,22,33,10
Brandon Manning,PHI,65,1,9,10,32.26,2.7,51,32,8
Brenden Dillon,S.J,81,2,8,10,30.3,3.2,47,33,10
Johan Larsson,BUF,36,5,5,10,50,4.39,18,15,9
Nick Bjugstad,FLA,54,5,5,10,71.43,6.11,16,15,19
Riley Sheahan,DET,80,1,9,10,45.45,8.49,10,20,19
Dmitrij Jaskin,STL,51,1,9,10,55.56,4.4,16,7,13
Matt Nieto,"COL, S.J",59,6,4,10,71.43,6.42,4,18,25
Stefan Noesen,"ANA, N.J",44,8,2,10,62.5,5.93,16,9,11
Colin Miller,BOS,61,5,5,10,34.48,3.26,34,25,14
Brian Flynn,MTL,51,6,4,10,52.63,3.79,4,10,11
Adam Pelech,NYI,44,3,7,10,38.46,1.28,6,26,17
Danny DeKeyser,DET,82,3,7,10,19.61,2.58,23,38,12
Anton Slepyshev,EDM,41,4,6,10,83.33,3.55,2,14,19
Josh Jooris,"ARI, NYR",54,4,6,10,58.82,3.92,8,5,6
Derek MacKenzie,FLA,82,3,6,9,56.25,5.61,25,19,25
Jonathan Ericsson,DET,51,1,8,9,25,1.73,37,19,9
Kevin Klein,NYR,60,2,7,9,22.5,2.41,19,32,12
Alexei Emelin,MTL,76,2,7,9,21.95,2.75,44,61,11
Jack Skille,VAN,55,5,4,9,69.23,5.51,10,9,14
Marc Staal,NYR,72,3,6,9,18.75,3.64,24,42,18
Justin Braun,S.J,81,4,5,9,21.95,2.76,26,51,39
Zach Bogosian,BUF,56,1,8,9,30,2.34,32,26,10
Matt Calvert,CBJ,65,5,4,9,39.13,7.61,12,15,15
Greg Pateryn,"DAL, MTL",36,1,8,9,45,1.34,6,22,3
Matt Martin,TOR,82,5,4,9,45,5.9,59,13,14
Mark Barberio,"COL, MTL",60,1,8,9,30,2.92,10,26,15
Jacob Josefson,N.J,38,1,8,9,60,4,14,7,6
Brandon Pirri,NYR,60,3,6,9,40.91,4.86,16,19,21
Cody Eakin,DAL,60,3,6,9,40.91,7.69,30,26,19
Tyler Graovac,MIN,52,7,2,9,50,5.1,6,4,16
Fredrik Claesson,OTT,33,3,6,9,75,0.89,2,15,4
Adam Clendening,NYR,31,1,8,9,50,0.94,15,18,6
Nail Yakupov,STL,40,3,6,9,56.25,3.06,14,3,11
Shayne Gostisbehere,PHI,76,3,6,9,32.14,5.14,20,49,15
Cedric Paquette,T.B,58,4,5,9,69.23,5.86,28,5,11
Jake Dotchin,T.B,35,0,9,9,40.91,1.49,24,20,3
Marko Dano,WPG,38,2,7,9,100,4.19,6,9,16
Darnell Nurse,EDM,44,5,4,9,32.14,3.27,27,34,10
Daniel Carr,MTL,33,2,7,9,69.23,5.28,4,6,7
Nikita Tryamkin,VAN,66,2,7,9,31.03,2.68,49,30,11
Austin Czarnik,BOS,49,5,4,9,75,4.41,10,6,12
Johnny Oduya,"CHI, DAL",52,2,6,8,30.77,1.72,14,30,12
Justin Falk,BUF,52,0,8,8,42.11,1.23,25,21,7
Yannick Weber,NSH,73,1,7,8,23.53,2.39,25,26,9
Jason Garrison,T.B,70,1,7,8,25.81,3.42,12,27,7
Luke Schenn,ARI,78,1,7,8,21.62,2.57,40,27,9
Brian Dumoulin,PIT,70,0,8,8,16.67,2.83,10,32,22
Ben Chiarot,WPG,59,1,7,8,28.57,1.61,24,38,12
Stephen Johns,DAL,61,3,5,8,24.24,3.03,34,42,15
Alexander Burmistrov,"ARI, WPG",49,1,7,8,61.54,2.58,6,13,10
Michael Chaput,VAN,68,4,4,8,53.33,5.44,22,14,10
Dylan DeMelo,S.J,25,1,7,8,53.33,1.14,8,11,4
Joseph Cramarossa,"ANA, VAN",59,4,4,8,61.54,3.16,28,15,8
Reid Boucher,"N.J, NSH, VAN",39,5,3,8,72.73,4.16,8,5,17
Scott Mayfield,NYI,25,2,6,8,42.11,1.56,18,11,8
Ryan Murray,CBJ,60,2,6,8,23.53,2.48,14,13,7
Colton Sissons,NSH,58,6,2,8,40,4.4,0,10,8
William Carrier,BUF,41,5,3,8,72.73,3.87,21,10,8
Zach Sanford,"STL, WSH",39,4,4,8,61.54,3.5,8,14,14
Christian Folin,MIN,51,2,6,8,26.67,0.9,20,15,9
Dennis Rasmussen,CHI,68,4,4,8,50,5.72,12,12,21
Nikita Soshnikov,TOR,56,5,3,8,50,4.47,12,11,15
Michal Kempny,CHI,50,2,6,8,29.63,2.47,16,21,6
Matt Hendricks,EDM,42,4,3,7,58.33,2.79,14,8,7
Jay McClement,CAR,65,4,3,7,53.85,4.37,16,13,27
Drew Miller,DET,55,5,2,7,77.78,4.11,10,4,10
Adam McQuaid,BOS,77,2,5,7,17.95,1.88,32,21,8
Andy Greene,N.J,66,1,6,7,25,2.98,8,25,20
Lance Bouma,CGY,61,3,4,7,38.89,4.7,19,9,14
Sami Vatanen,ANA,71,1,6,7,18.42,2.72,30,32,12
Jordan Nolan,L.A,46,4,3,7,70,3.73,28,10,5
Greg McKegg,"FLA, T.B",46,3,4,7,46.67,2.39,12,5,7
Devante Smith-Pelly,N.J,53,4,3,7,77.78,5.71,10,12,15
Chris Wagner,ANA,43,6,1,7,77.78,3.71,6,12,2
Alexey Marchenko,"DET, TOR",41,1,6,7,29.17,1.61,10,19,5
Logan Shaw,ANA,55,2,5,7,50,4.19,10,6,8
Josh Leivo,TOR,13,1,6,7,87.5,2.12,2,1,10
Olli Maatta,PIT,55,1,6,7,16.67,1.73,10,25,9
Connor Carrick,TOR,67,1,6,7,14,2.83,27,42,14
Ben Hutton,VAN,71,2,5,7,21.88,3.51,18,37,27
Jayson Megna,VAN,58,4,3,7,50,5.73,6,6,20
Carter Rowney,PIT,27,3,4,7,70,2.72,4,4,9
Chad Ruhwedel,PIT,34,2,5,7,29.17,1.44,8,11,9
Tyler Motte,CHI,33,4,3,7,63.64,3.35,6,2,11
Remi Elie,DAL,18,1,6,7,77.78,1.82,4,13,12
Steven Santini,N.J,38,2,5,7,46.67,1.68,10,10,1
Nikita Zadorov,COL,56,0,7,7,31.82,2.06,39,18,12
Pierre-Edouard Bellemare,PHI,82,4,3,7,36.84,5.04,15,9,15
Joshua Ho-Sang,NYI,21,3,4,7,53.85,1.43,10,17,7
Joel Eriksson Ek,MIN,15,3,4,7,100,1.3,2,3,3
Denis Malgin,FLA,47,3,4,7,63.64,3.35,8,9,14
Jesse Puljujarvi,EDM,28,0,7,7,63.64,2.33,8,9,11
Niklas Kronwall,DET,57,2,4,6,20.69,2.16,28,21,2
Josh Gorges,BUF,66,1,5,6,23.08,1.01,29,17,7
John Mitchell,COL,65,2,4,6,54.55,4.66,20,16,24
Brad Richardson,ARI,16,3,3,6,100,1.42,4,2,7
Cody McLeod,"COL, NSH",59,5,1,6,60,2.34,76,2,4
Stephen Gionta,NYI,26,1,5,6,42.86,1.23,2,5,5
Eric Gryba,EDM,40,2,4,6,35.29,1.89,37,20,5
Matt Beleskey,BOS,49,3,3,6,50,4.78,39,12,5
Korbinian Holzer,ANA,32,2,4,6,42.86,0.83,10,10,1
Brendan Smith,"DET, NYR",51,2,4,6,20.69,2.31,33,31,10
Carl Gunnarsson,STL,56,0,6,6,40,1.19,4,6,2
Dalton Prout,"CBJ, N.J",29,0,6,6,30,0.37,19,10,3
Christopher Tanev,VAN,53,1,5,6,20.69,1.25,10,20,11
Martin Marincin,TOR,25,1,5,6,31.58,0.88,16,13,6
Jon Merrill,N.J,51,1,5,6,27.27,1.79,20,20,14
Erik Gudbranson,VAN,30,1,5,6,40,1.14,13,19,4
Anthony Bitetto,NSH,29,0,6,6,42.86,0.58,14,8,1
Michael Sgarbossa,"ANA, FLA",38,1,5,6,66.67,2.54,7,13,6
Jyrki Jokipakka,"CGY, OTT",41,1,5,6,33.33,0.94,8,24,6
Klas Dahlbeck,CAR,43,2,4,6,42.86,1.76,28,15,11
Matt Puempel,"NYR, OTT",40,3,3,6,75,3.47,9,5,8
Anthony DeAngelo,ARI,39,3,3,6,42.86,1.86,21,16,4
Jared McCann,FLA,29,1,5,6,54.55,2.44,2,7,8
Timo Meier,S.J,34,3,3,6,50,6.89,8,28,23
Markus Nutivaara,CBJ,66,2,4,6,19.35,2.77,4,20,8
Nick Lappin,N.J,43,3,3,6,50,4.1,11,6,13
Roman Lyubimov,PHI,47,4,2,6,50,4.58,8,5,12
Chris Kelly,OTT,82,2,3,5,62.5,5.96,14,21,14
Steve Ott,"DET, MTL",53,2,3,5,71.43,3.11,14,8,7
Ales Hemsky,DAL,15,3,2,5,100,2.15,0,4,9
Toby Enstrom,WPG,60,0,5,5,13.16,1.14,22,22,4
Taylor Chorney,WSH,18,1,4,5,41.67,1.11,11,7,3
Erik Johnson,COL,46,1,4,5,20,2.59,4,17,10
Ben Lovejoy,N.J,82,1,4,5,15.63,2.88,22,32,14
Joe Colborne,COL,62,2,3,5,45.45,3.18,26,16,9
Cody Goloubef,COL,33,0,5,5,35.71,0.72,23,6,5
Jimmy Hayes,BOS,58,2,3,5,29.41,5.97,17,12,14
Zach Redmond,MTL,16,0,5,5,41.67,0.36,2,6,5
Andrej Nestrasil,CAR,19,1,4,5,83.33,2.37,2,7,11
Nate Prosser,MIN,39,2,3,5,27.78,0.73,8,9,2
Kevin Gravel,L.A,49,0,5,5,23.81,1.61,0,23,2
Jamie Oleksiak,DAL,41,4,1,5,25,1.48,19,24,13
J.T. Brown,T.B,64,2,3,5,45.45,4.49,46,10,7
Matt Tennyson,CAR,45,0,5,5,26.32,1.21,6,11,11
Yanni Gourde,T.B,20,4,1,5,71.43,2.64,6,3,9
Phillip Di Giuseppe,CAR,36,0,5,5,62.5,5.2,6,11,11
Michael McCarron,MTL,31,1,4,5,71.43,2.24,15,6,7
Shea Theodore,ANA,34,0,5,5,27.78,2.02,16,27,4
Nic Petan,WPG,54,1,4,5,55.56,3.67,4,13,15
Garnet Hathaway,CGY,26,1,4,5,62.5,2.13,11,3,8
Evan Rodrigues,BUF,30,3,2,5,83.33,2.55,4,8,10
Andreas Martinsen,"COL, MTL",64,3,2,5,55.56,5.46,27,10,20
Noel Acciari,BOS,29,2,3,5,55.56,2.62,6,3,9
Shawn Thornton,FLA,50,2,2,4,66.67,2.56,34,8,8
Chris Neil,OTT,53,1,3,4,66.67,3.14,47,9,11
Tom Gilbert,L.A,18,1,3,4,133.33,0.45,4,6,0
Mark Stuart,WPG,42,2,2,4,28.57,0.59,21,13,3
Ryan Callahan,T.B,18,2,2,4,80,1.61,6,6,4
Jakub Kindl,FLA,39,0,4,4,23.53,0.93,22,13,9
Derek Dorsett,VAN,14,1,3,4,80,1.53,4,1,2
Chris Terry,MTL,14,2,2,4,80,1.34,4,8,5
Robert Bortuzzo,STL,38,1,3,4,18.18,1.97,11,13,4
Tyler Myers,WPG,11,2,2,4,44.44,0.79,6,6,6
Cameron Gaunce,PIT,12,1,3,4,66.67,0.39,11,5,1
Derek Grant,"BUF, NSH",46,0,4,4,66.67,3.03,10,4,5
Philip Larsen,VAN,26,1,3,4,40,1,4,13,4
Luke Witkowski,T.B,34,0,4,4,40,1.8,30,8,2
Ben Smith,"COL, TOR",40,2,2,4,44.44,3.51,4,5,6
Anton Lander,EDM,22,1,3,4,57.14,0.67,2,4,5
Brayden McNabb,L.A,49,2,2,4,22.22,2.35,37,30,9
Gabriel Dumont,T.B,39,2,2,4,66.67,3.97,13,4,5
Marcus Sorensen,S.J,19,1,3,4,80,2.02,4,11,9
Harry Zolnierczyk,NSH,24,2,2,4,80,1.26,8,1,7
Iiro Pakarinen,EDM,14,2,2,4,100,1.3,2,2,3
Ryan Sproul,DET,27,0,4,4,40,1.26,4,5,4
Seth Griffith,"FLA, TOR",24,0,4,4,40,2.47,8,6,4
Brad Hunt,"NSH, STL",12,0,4,4,50,0.37,0,3,3
Brendan Gaunce,VAN,57,0,4,4,36.36,3.67,16,6,11
Slater Koekkoek,T.B,29,0,4,4,33.33,0.94,6,7,1
Paul LaDue,L.A,22,0,4,4,40,0.61,4,11,3
John Hayden,CHI,12,1,3,4,66.67,1.87,4,2,5
J.T. Compher,COL,21,2,2,4,66.67,2.07,4,5,5
Justin Bailey,BUF,32,2,2,4,36.36,2.41,4,10,8
Nicholas Baptiste,BUF,14,3,1,4,80,1.14,4,1,0
Ryan Carpenter,S.J,11,2,2,4,66.67,1.59,4,2,1
Brandon Montour,ANA,27,1,3,4,25,2.04,6,14,3
Gustav Forsling,CHI,38,2,2,4,23.53,1.5,4,26,5
Brandon Tanev,WPG,51,2,2,4,57.14,3.75,14,7,14
Michal Rozsival,CHI,22,1,2,3,37.5,0.74,12,9,5
Nick Schultz,PHI,28,0,3,3,20,1.02,8,11,2
Chris Thorburn,WPG,64,2,1,3,37.5,2.31,47,3,4
Jordin Tootoo,CHI,50,2,1,3,60,4.09,24,9,9
Vernon Fiddler,"N.J, NSH",59,1,2,3,37.5,3.47,29,18,9
Clayton Stoner,ANA,14,1,2,3,60,0.53,12,3,2
Jared Boll,ANA,51,0,3,3,50,1.01,23,5,2
Alex Biega,VAN,36,0,3,3,27.27,1.24,16,7,5
Zac Dalpe,MIN,9,1,2,3,60,0.57,2,0,3
Mark Borowiecki,OTT,70,1,2,3,13.64,1.89,85,14,5
Shane Harper,FLA,14,2,1,3,100,1.2,6,3,4
Michael Bournival,T.B,19,2,1,3,100,2.27,2,3,6
Patrik Nemeth,DAL,40,0,3,3,16.67,2.33,14,17,10
Brandon Davidson,"EDM, MTL",38,0,3,3,15,1.2,8,19,6
Taylor Fedun,BUF,27,0,3,3,25,0.5,14,9,5
Cory Conacher,T.B,11,0,3,3,100,1.54,4,6,5
Paul Thompson,FLA,21,0,3,3,75,1.05,15,2,4
Kyle Rau,FLA,24,2,1,3,60,1.34,4,2,6
Scott Harrington,CBJ,22,1,2,3,23.08,0.77,10,4,3
Gemel Smith,DAL,17,1,2,3,75,1.43,9,4,4
Brett Kulak,CGY,21,0,3,3,42.86,0.68,10,9,4
Joseph Blandisi,N.J,27,1,2,3,50,1.75,18,2,6
Joel Vermin,T.B,18,0,3,3,50,1.62,2,2,3
Adam Erne,T.B,26,3,0,3,75,2.87,6,5,2
Curtis Lazar,"CGY, OTT",37,1,2,3,50,2.16,2,6,7
Frederik Gauthier,TOR,21,2,1,3,42.86,1.25,6,3,4
Nikolay Goldobin,"S.J, VAN",14,3,0,3,60,1.47,0,8,3
Adrian Kempe,L.A,25,2,1,3,75,1.83,4,9,4
Kyle Connor,WPG,20,2,1,3,50,1.69,4,5,11
Christian Fischer,ARI,7,3,0,3,100,0.48,0,3,0
Brock Boeser,VAN,9,2,1,3,50,1.26,0,4,1
Sergey Kalinin,N.J,43,2,1,3,100,2.78,6,9,4
Yohann Auvitu,N.J,25,2,1,3,25,1.07,2,12,7
John-Michael Liles,BOS,36,0,2,2,16.67,1.2,4,7,8
Matt Greene,L.A,26,1,1,2,25,0.35,14,17,2
Milan Michalek,TOR,5,1,1,2,100,0.63,2,0,2
Nate Thompson,ANA,30,1,1,2,33.33,1.21,7,2,4
Tanner Glass,NYR,11,1,1,2,100,1.55,2,0,2
Mark Fayne,EDM,4,0,2,2,100,0.11,0,2,0
Tom Sestito,PIT,13,0,2,2,66.67,0.13,19,2,0
Brian Strait,WPG,5,0,2,2,66.67,0.16,0,0,0
Teddy Purcell,L.A,12,0,2,2,50,0.56,0,3,2
Steven Kampfer,"FLA, NYR",11,1,1,2,50,0.2,6,3,2
Matt Bartkowski,CGY,24,1,1,2,15.38,0.64,11,13,3
Dmitry Kulikov,BUF,47,1,1,2,12.5,1.2,22,29,14
Drew Shore,VAN,14,0,2,2,66.67,0.92,4,5,4
Nicolas Deslauriers,BUF,42,0,2,2,50,2.11,21,3,2
Teemu Pulkkinen,"ARI, MIN",13,2,0,2,33.33,0.8,2,6,2
Julian Melchiori,WPG,18,0,2,2,18.18,0.38,4,15,4
Kenny Agostino,STL,7,1,1,2,66.67,1.2,2,4,1
Freddie Hamilton,CGY,26,2,0,2,40,2.55,6,2,3
Ryan Garbutt,ANA,27,2,0,2,33.33,1.64,16,3,1
Matthew Peca,T.B,10,1,1,2,100,0.75,2,2,0
Josh Archibald,PIT,10,2,0,2,40,1.65,2,2,0
Blake Coleman,N.J,23,1,1,2,66.67,2.08,16,12,12
Andy Andreoff,L.A,36,0,2,2,33.33,3.96,32,10,5
Ty Rattie,"CAR, STL",9,0,2,2,100,0.51,0,0,4
Ryan Murphy,CAR,27,0,2,2,40,0.62,6,8,10
Pontus Aberg,NSH,15,1,1,2,40,0.56,4,2,5
Charles Hudon,MTL,3,0,2,2,100,0.14,2,2,3
Taylor Leier,PHI,10,1,1,2,100,0.67,4,0,2
Anton Blidh,BOS,19,1,1,2,66.67,2.62,7,4,4
Jonny Brodzinski,L.A,6,0,2,2,66.67,1.27,2,1,2
Jason Dickinson,DAL,10,2,0,2,100,1.29,0,0,3
Laurent Dauphin,ARI,24,1,1,2,50,1.55,8,3,7
Gustav Olofsson,MIN,13,0,2,2,33.33,0.41,2,1,3
Mirco Mueller,S.J,4,1,1,2,66.67,0.05,0,2,2
Jakub Vrana,WSH,21,0,2,2,40,1.72,2,9,4
Julius Honka,DAL,16,0,2,2,22.22,0.78,4,8,6
Lucas Wallmark,CAR,8,0,2,2,66.67,1.2,2,1,3
Markus Hannikainen,CBJ,10,1,1,2,50,0.75,4,0,0
Boyd Gordon,PHI,13,1,0,1,100,0.91,0,0,2
Matt Carle,NSH,6,0,1,1,33.33,0.04,0,4,0
Colin McDonald,PHI,3,1,0,1,100,0.51,0,0,0
Vladimir Sobotka,STL,1,1,0,1,100,0.35,0,0,0
Cal O'Reilly,BUF,11,0,1,1,100,0.2,0,1,3
Andrew Desjardins,CHI,46,0,1,1,10,3.79,12,10,9
David Warsofsky,PIT,7,0,1,1,25,0.42,4,1,2
Eric Gelinas,COL,27,0,1,1,10,0.72,10,6,3
Anton Rodin,VAN,3,0,1,1,100,0.13,0,1,2
Kevin Connauton,ARI,24,0,1,1,10,0.61,10,4,3
Wade Megan,STL,3,1,0,1,50,0.46,0,0,0
Seth Helgeson,N.J,9,1,0,1,25,0.2,15,0,0
Dylan McIlrath,"FLA, NYR",6,1,0,1,100,0.07,12,3,1
Marek Hrivik,NYR,16,0,1,1,33.33,1.95,2,2,4
Ben Street,DET,6,0,1,1,100,0.96,0,2,0
Steve Oleksy,PIT,11,0,1,1,16.67,0.4,17,1,1
Blake Pietila,N.J,10,0,1,1,33.33,0.22,2,0,2
Sean Kuraly,BOS,8,0,1,1,100,0.82,2,0,2
Mike Reilly,MIN,17,1,0,1,11.11,0.6,2,4,0
Rocco Grimaldi,COL,4,0,1,1,100,1.45,2,0,3
Tomas Jurco,"CHI, DET",29,1,0,1,50,4.15,4,7,3
Joe Morrow,BOS,17,0,1,1,25,0.67,4,7,1
Samuel Henley,COL,1,1,0,1,100,0.02,2,0,0
Kurtis Gabriel,MIN,13,0,1,1,50,0.28,12,3,0
Barclay Goodrow,S.J,3,0,1,1,inf,0.18,0,1,1
Cole Schneider,BUF,4,0,1,1,50,0.14,0,0,0
Jordan Schmaltz,STL,9,0,1,1,20,0.12,4,1,1
Jujhar Khaira,EDM,10,1,0,1,50,1.04,2,2,1
Christoph Bertschy,MIN,5,0,1,1,100,0.33,4,0,0
Hudson Fasching,BUF,10,0,1,1,100,0.76,2,1,1
Peter Cehlarik,BOS,11,0,1,1,16.67,1.28,0,9,8
Hunter Shinkaruk,CGY,7,0,1,1,100,0.64,0,1,2
Ian McCoshen,FLA,3,0,1,1,100,0,0,0,0
Valentin Zykov,CAR,2,1,0,1,100,0.82,0,1,0
Nick Sorensen,ANA,5,0,1,1,100,0.37,2,0,0
Sergey Tolchinsky,CAR,2,0,1,1,100,0.09,0,0,0
Tyler Gaudet,ARI,4,0,1,1,100,0.33,0,0,0
Frederick Gaudreau,NSH,9,0,1,1,25,0.7,0,1,1
Tomas Nosek,DET,11,1,0,1,50,2.24,2,3,5
Jake Virtanen,VAN,10,0,1,1,100,0.76,2,0,4
Kasperi Kapanen,TOR,8,1,0,1,100,0.73,0,4,2
John Quenneville,N.J,12,0,1,1,50,0.64,2,2,3
Matt Lorito,DET,2,0,1,1,100,0.46,0,0,1
A.J. Greer,COL,5,0,1,1,100,0.75,0,2,1
Dylan Strome,ARI,7,0,1,1,50,0.7,0,0,3
Gabriel Carlsson,CBJ,2,0,1,1,50,0.05,0,0,0
Dominik Simon,PIT,2,0,1,1,100,0.3,0,1,1
Clayton Keller,ARI,3,0,1,1,100,0,0,0,1
Tyson Jost,COL,6,1,0,1,50,0.82,0,1,3
Alexander Nylander,BUF,4,0,1,1,100,0.14,0,3,3
C.J. Smith,BUF,2,0,1,1,50,0.11,0,2,2
Zbynek Michalek,ARI,3,0,0,0,0,0.04,0,2,0
Clarke MacArthur,OTT,4,0,0,0,-,0.33,0,1,1
Bryan Bickell,CAR,11,0,0,0,0,0.64,2,1,3
Nicklas Grossmann,CGY,3,0,0,0,-,0.05,2,1,0
Kevin Porter,PIT,2,0,0,0,-,0.09,0,0,0
Adam Pardy,NSH,4,0,0,0,0,0.13,4,0,1
Mike Blunden,OTT,2,0,0,0,-,0.02,0,0,0
Mason Raymond,ANA,4,0,0,0,-,0.1,0,1,0
Cody Bass,NSH,9,0,0,0,-,0.01,4,1,2
Chris Butler,STL,1,0,0,0,0,0.02,0,1,0
Bracken Kearns,NYI,2,0,0,0,-,0.18,2,0,0
Jamie McBain,ARI,3,0,0,0,0,0.05,0,1,1
Erik Condra,T.B,13,0,0,0,0,0.64,2,2,3
Trevor Smith,NSH,1,0,0,0,-,0,0,0,0
Luke Gazdic,N.J,11,0,0,0,-,0.6,2,0,1
Paul Carey,WSH,6,0,0,0,-,0.49,0,4,5
Christopher DiDomenico,OTT,3,0,0,0,0,0.42,4,0,0
Corey Tropp,ANA,1,0,0,0,-,0,0,0,0
Aaron Ness,WSH,2,0,0,0,-,0.02,0,1,0
Brian Lashoff,DET,5,0,0,0,0,0.06,0,1,0
Simon Despres,ANA,1,0,0,0,-,0.02,0,0,0
Taylor Beck,"EDM, NYR",5,0,0,0,-,0.3,4,2,1
Linden Vey,CGY,4,0,0,0,-,0.29,0,2,0
Gabriel Bourque,COL,6,0,0,0,0,0.15,0,0,0
Byron Froese,"T.B, TOR",6,0,0,0,-,0.3,0,2,3
Garrett Mitchell,WSH,1,0,0,0,-,0,0,0,0
Mitch Callahan,DET,4,0,0,0,-,0.15,0,0,1
Phil Varone,OTT,7,0,0,0,-,0.17,2,4,3
Justin Dowling,DAL,9,0,0,0,0,0.87,2,1,3
Mike Liambas,NSH,1,0,0,0,-,0,0,1,0
Quinton Howden,WPG,5,0,0,0,0,0.55,0,0,1
Emerson Etem,ANA,3,0,0,0,0,0,2,0,0
Petter Granberg,NSH,10,0,0,0,0,0.08,8,1,0
Tim Heed,S.J,1,0,0,0,-,0.01,0,0,1
Erik Burgdoerfer,BUF,2,0,0,0,-,0.02,0,1,0
Patrick Cannone,MIN,3,0,0,0,0,0.17,0,2,1
Frank Corrado,"PIT, TOR",4,0,0,0,0,0.14,6,1,0
Rob O'Gara,BOS,3,0,0,0,0,0.06,0,2,0
Max McCormick,OTT,7,0,0,0,-,0.42,0,0,2
