Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Brent Regner,FLA,7,0,0,0,-,0.21,4,1,0
Luke Witkowski,T.B,4,0,0,0,-,0.03,2,1,0
Sean Collins,WSH,2,0,0,0,-,0.1,2,0,0
Matt Taormina,T.B,3,0,0,0,0,0.1,0,2,0
Jordan Caron,STL,4,0,0,0,-,0.08,0,0,0
Chris Brown,WSH,1,0,0,0,-,0.07,0,0,0
David Rundblad,CHI,9,0,0,0,0,0.48,2,10,4
Taylor Beck,NYI,2,0,0,0,-,0.1,2,0,0
Philip Samuelsson,ARI,4,0,0,0,0,0.09,0,1,1
Garrett Wilson,FLA,29,0,0,0,0,2.42,15,2,2
Curtis McKenzie,DAL,3,0,0,0,-,0.3,0,0,1
Nic Dowd,L.A,5,0,0,0,0,0.22,2,3,2
Ryan Stanton,WSH,1,0,0,0,0,0,2,0,0
Matt Irwin,BOS,2,0,0,0,0,0.06,0,0,0
Jordan Weal,"L.A, PHI",14,0,0,0,0,0.67,2,4,5
John McFarland,FLA,3,0,0,0,-,0.26,0,1,0
Brett Bulmer,MIN,3,0,0,0,-,0.04,7,0,0
Tye McGinn,T.B,2,0,0,0,-,0.04,0,0,1
Morgan Ellis,MTL,3,0,0,0,0,0.1,2,2,0
Jarred Tinordi,"ARI, MTL",10,0,0,0,0,0.13,17,0,1
Julian Melchiori,WPG,11,0,0,0,0,0.18,0,5,2
John Ramage,CBJ,1,0,0,0,-,0,0,0,0
Alex Friesen,VAN,1,0,0,0,-,0.06,0,0,1
Sam Carrick,TOR,3,0,0,0,-,0.19,4,0,0
Kenny Agostino,CGY,2,0,0,0,-,0.18,0,5,2
Kevin Gravel,L.A,5,0,0,0,0,0.1,0,2,0
Michael Sgarbossa,ANA,1,0,0,0,-,0,0,0,0
Brody Sutter,CAR,8,0,0,0,-,0.5,0,1,1
Ben Street,COL,7,0,0,0,0,0.54,4,2,0
Kael Mouillierat,PIT,1,0,0,0,-,0.11,0,0,1
Harry Zolnierczyk,ANA,1,0,0,0,-,0.12,0,0,0
Paul Thompson,N.J,3,0,0,0,0,0.06,2,0,1
Josh Archibald,PIT,1,0,0,0,-,0,0,0,0
Dylan DeMelo,S.J,45,0,0,0,0,1.13,10,19,7
Tyler Graovac,MIN,2,0,0,0,-,0.11,0,0,2
Max Friberg,ANA,5,0,0,0,-,0.13,2,0,0
Andrey Pedan,VAN,13,0,0,0,0,0.32,16,5,0
Michael Paliotta,CBJ,1,0,0,0,0,0.02,0,0,0
Daniel Catenacci,BUF,11,0,0,0,0,0.6,0,0,2
Alan Quine,NYI,2,0,0,0,-,0.48,0,2,1
Alexandre Grenier,VAN,6,0,0,0,0,0.86,2,3,3
Kyle Rau,FLA,9,0,0,0,0,1.45,2,1,3
Alex Khokhlachev,BOS,5,0,0,0,-,0.23,0,1,0
Mark McNeill,CHI,1,0,0,0,-,0,0,0,1
Stefan Noesen,ANA,1,0,0,0,-,0,0,0,0
Stuart Percy,TOR,3,0,0,0,-,0.02,0,1,1
Seth Griffith,BOS,4,0,0,0,-,0.08,4,0,0
Kurtis Gabriel,MIN,3,0,0,0,0,0.01,5,0,1
Cole Schneider,BUF,2,0,0,0,-,0.55,0,0,0
Brad Hunt,EDM,7,0,0,0,0,0.22,2,5,2
Jeremy Welsh,STL,2,0,0,0,-,0,2,0,1
Brady Skjei,NYR,7,0,0,0,0,0.2,4,3,2
Michael Matheson,FLA,3,0,0,0,0,0.06,2,0,1
Esa Lindell,DAL,4,0,0,0,0,0.09,0,3,0
Chandler Stephenson,WSH,9,0,0,0,-,0.26,2,1,3
Devin Shore,DAL,3,0,0,0,0,0.31,0,1,0
Adam Pelech,NYI,9,0,0,0,0,0.14,0,7,0
Brendan Woods,CAR,5,0,0,0,-,0.15,7,1,1
Trevor Carrick,CAR,2,0,0,0,0,0.07,0,1,3
Taylor Leier,PHI,6,0,0,0,-,0.31,0,1,3
Brett Kulak,CGY,8,0,0,0,0,0.32,0,4,3
Petteri Lindbohm,STL,10,0,0,0,0,0.14,2,1,2
Vinnie Hinostroza,CHI,7,0,0,0,0,0.44,4,1,2
Christoph Bertschy,MIN,3,0,0,0,-,0.07,0,0,0
Connor Brown,TOR,7,0,0,0,0,0.39,0,0,4
Chad Ruhwedel,BUF,1,0,0,0,-,0.03,2,1,0
Andrew Miller,EDM,6,0,0,0,-,0.5,0,0,1
Miles Wood,N.J,1,0,0,0,-,0.12,0,0,0
Steven Santini,N.J,1,0,0,0,0,0.03,2,1,0
Gustav Olofsson,MIN,2,0,0,0,-,0.31,0,2,0
Justin Bailey,BUF,8,0,0,0,0,2.12,0,3,4
Emile Poirier,CGY,2,0,0,0,-,0.35,2,0,1
Josh Morrissey,WPG,1,0,0,0,-,0.02,0,1,0
Mirco Mueller,S.J,11,0,0,0,-,0.5,7,6,1
Frederik Gauthier,TOR,7,0,0,0,0,0.51,0,1,0
Ross Johnston,NYI,1,0,0,0,-,0,2,0,1
Ronalds Kenins,VAN,8,0,0,0,0,0.53,4,2,3
Rinat Valiev,TOR,10,0,0,0,0,0.11,0,3,1
Ryan Carpenter,S.J,1,0,0,0,-,0,0,0,0
Dennis Everberg,COL,15,0,0,0,0,0.86,0,3,0
Borna Rendulic,COL,3,0,0,0,-,0.08,0,0,1
Michael Keranen,MIN,1,0,0,0,-,0,0,0,0
Tomas Nosek,DET,6,0,0,0,-,0.14,2,0,2
Kasperi Kapanen,TOR,9,0,0,0,-,1,2,1,4
Brett Lernout,MTL,1,0,0,0,-,0,0,0,0
Chase De Leo,WPG,2,0,0,0,0,0.1,0,0,0
Kyle Baun,CHI,2,0,0,0,-,0,0,0,0
Mikko Rantanen,COL,9,0,0,0,-,0.73,2,1,1
Oliver Kylington,CGY,1,0,0,0,0,0.03,0,0,0
Markus Hannikainen,CBJ,4,0,0,0,-,0.04,0,0,1
Dean Kukan,CBJ,8,0,0,0,0,0.1,0,3,4
Vojtech Mozik,N.J,7,0,0,0,0,0.23,4,1,0
Ryan Johnston,MTL,3,0,0,0,0,0.03,0,1,0
Brandon Tanev,WPG,3,0,0,0,-,0.26,2,0,0
