Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Josh Brown,FLA,37,1,1,2,18.18,0.86,18,17,12
Ian McCoshen,FLA,19,1,1,2,28.57,0.59,8,11,5
Connor Clifton,BOS,19,0,1,1,10,0.45,8,8,9
Vinni Lettieri,NYR,27,0,1,1,33.33,3.17,8,8,7
Jake Dotchin,ANA,20,0,0,0,0,0.33,28,7,4
Johnny Gaudreau,CGY,82,23,37,60,82.19,16.09,10,96,55
Cam Atkinson,CBJ,80,25,19,44,64.71,17.41,10,41,34
Morgan Rielly,TOR,82,15,28,43,43.43,6.67,10,87,49
William Karlsson,VGK,82,15,22,37,67.27,12.17,10,32,58
Joe Pavelski,S.J,75,21,15,36,76.6,16.59,10,33,32
Brock Boeser,VAN,69,16,16,32,68.09,10.68,10,23,36
Travis Zajac,N.J,80,12,18,30,73.17,8.97,10,28,43
Nick Foligno,CBJ,73,15,15,30,58.82,8.68,15,23,34
Jimmy Vesey,NYR,81,13,15,28,70,12.61,15,36,40
Danton Heinen,BOS,77,10,16,26,70.27,8.67,10,28,43
Frans Nielsen,DET,72,10,15,25,64.1,6.5,10,26,16
Anthony Duclair,"CBJ, OTT",74,12,13,25,67.57,9.45,10,23,30
Brandon Tanev,WPG,80,11,13,24,80,8.95,20,15,18
Ivan Barbashev,STL,80,11,12,23,88.46,6.43,15,13,31
Connor Brown,TOR,82,6,16,22,64.71,7.67,10,14,23
Marc-Edouard Vlasic,S.J,72,3,18,21,39.62,3.7,10,41,16
Cody Ceci,OTT,74,6,15,21,38.18,4.53,10,53,16
Austin Wagner,L.A,62,12,9,21,91.3,7.19,10,18,8
Calle Jarnkrok,NSH,79,7,11,18,45,7.82,10,15,23
Kenny Agostino,"MTL, N.J",63,6,12,18,66.67,5.78,15,26,25
Shayne Gostisbehere,PHI,78,4,14,18,42.86,4.45,10,47,16
Torey Krug,BOS,64,3,14,17,39.53,3.65,10,36,17
Luke Kunin,MIN,49,6,10,16,57.14,5.98,15,12,10
Matt Cullen,PIT,71,5,10,15,60,5.98,10,18,17
Cal Clutterbuck,NYI,73,3,12,15,60,8.14,10,21,16
Markus Granlund,VAN,77,8,7,15,68.18,7.72,12,4,22
Colton Parayko,STL,80,5,10,15,25.86,4.89,10,34,23
Brett Kulak,MTL,57,5,10,15,29.41,3.84,15,42,15
Joel Armia,MTL,57,7,6,13,56.52,8.23,10,26,30
Dan Girardi,T.B,62,3,9,12,25.53,3.41,10,22,5
Jordan Weal,"ARI, MTL, PHI",63,4,8,12,52.17,5.28,10,15,20
Cam Fowler,ANA,59,2,10,12,33.33,2.59,10,33,20
Conor Garland,ARI,47,9,3,12,75,5.66,10,8,21
Sam Gagner,"EDM, VAN",32,4,7,11,73.33,4.36,10,18,5
Nate Thompson,"L.A, MTL",78,4,6,10,41.67,4.45,10,19,25
Riley Nash,CBJ,78,2,8,10,62.5,6.75,15,13,39
Mike Reilly,MTL,57,2,8,10,23.26,3.65,10,53,11
Olli Maatta,PIT,60,0,10,10,23.26,1.9,10,37,11
Jacob de la Rose,DET,60,3,6,9,52.94,3.71,12,11,16
Brandon Dubinsky,CBJ,61,4,4,8,66.67,4.6,10,6,12
Oliver Kylington,CGY,38,3,5,8,53.33,1.19,10,31,13
Matt Irwin,NSH,44,1,6,7,35,1.22,10,12,8
Joe Morrow,WPG,41,1,6,7,25,1.35,15,28,5
J.T. Brown,MIN,56,2,5,7,43.75,4.12,15,9,16
Teddy Blueger,PIT,28,5,2,7,70,2.86,15,7,3
Joakim Ryan,S.J,44,0,7,7,24.14,1.3,10,9,11
Colby Cave,"BOS, EDM",53,2,5,7,50,5.32,10,10,20
Corey Perry,ANA,31,4,2,6,75,4.51,10,10,10
Julius Honka,DAL,29,0,4,4,26.67,1.5,10,24,4
Juuso Riikola,PIT,37,0,3,3,14.29,1.81,10,14,12
Jori Lehtera,PHI,27,1,1,2,40,1.21,15,4,4
Auston Matthews,TOR,68,23,24,47,85.45,17.96,12,54,48
Mark Scheifele,WPG,82,20,23,43,72.88,12.21,12,34,54
Sean Couturier,PHI,80,21,22,43,65.15,13.25,12,35,28
Sebastian Aho,CAR,82,14,26,40,63.49,17.06,12,53,62
Elias Pettersson,VAN,71,14,25,39,82.98,8.05,12,39,35
Dylan Strome,"ARI, CHI",78,12,25,37,64.91,8.51,12,31,45
Jakub Voracek,PHI,78,12,24,36,75,10.3,17,45,24
Andreas Athanasiou,DET,76,21,13,34,85,13.51,22,40,22
Brandon Saad,CHI,80,14,18,32,66.67,13.71,12,29,21
Chris Tierney,OTT,81,6,26,32,71.11,7.42,12,47,45
Colin White,OTT,71,8,24,32,78.05,10.05,12,33,20
James van Riemsdyk,PHI,66,14,13,27,75,8.83,12,17,23
Valtteri Filppula,NYI,72,14,12,26,76.47,6.11,12,22,29
Conor Sheary,BUF,78,8,18,26,76.47,10.3,12,23,33
Jake DeBrusk,BOS,68,17,9,26,68.42,10.35,12,23,38
Andre Burakovsky,WSH,76,11,13,24,68.57,7.66,12,28,27
Noah Hanifin,CGY,80,3,21,24,38.71,4.67,12,79,39
Erik Karlsson,S.J,53,1,22,23,41.82,4.48,14,51,48
Mark Jankowski,CGY,79,8,14,22,81.48,8.15,12,35,37
Ryan Pulock,NYI,82,3,19,22,35.48,5.83,12,52,22
Tyson Jost,COL,70,7,14,21,70,7.96,12,8,28
J.T. Compher,COL,66,9,11,20,74.07,8.22,14,15,18
Drake Caggiula,"CHI, EDM",55,10,10,20,57.14,7.95,14,17,14
Esa Lindell,DAL,82,4,15,19,37.25,4.32,17,74,22
Adam Lowry,WPG,78,10,8,18,60,11.22,22,19,37
Pontus Aberg,"ANA, MIN",59,9,8,17,68,6.46,12,31,15
Zach Sanford,STL,60,8,9,17,62.96,7.81,17,12,28
Riley Sheahan,"FLA, PIT",82,7,9,16,59.26,9.9,12,20,38
Alex Goligoski,ARI,76,1,14,15,32.61,2.81,12,50,16
Nick Leddy,NYI,82,4,11,15,24.19,4.02,12,55,13
Tomas Nosek,VGK,68,7,8,15,62.5,10.41,12,12,28
Warren Foegele,CAR,77,10,5,15,60,11.64,12,27,29
Denis Malgin,FLA,50,7,8,15,71.43,4.92,12,13,12
Andy Greene,N.J,82,3,11,14,28.57,4.12,12,34,31
Mikko Koivu,MIN,48,4,9,13,61.9,5.02,12,7,25
Nick Holden,VGK,61,3,10,13,30.95,3.32,12,28,21
Derek Grant,"ANA, PIT",56,4,9,13,61.9,4.73,12,14,15
Matt Martin,NYI,67,5,8,13,56.52,5.49,27,18,11
Austin Watson,NSH,37,4,8,12,60,4.75,17,10,10
Oscar Klefbom,EDM,61,1,11,12,40,5.15,12,37,20
Matt Dumba,MIN,32,6,4,10,41.67,3.16,12,14,9
Brooks Orpik,WSH,53,2,7,9,24.32,1.07,12,23,3
Dale Weise,"MTL, PHI",51,4,5,9,69.23,5.32,17,8,7
Taylor Fedun,DAL,54,4,4,8,42.11,2.57,12,37,12
Jason Demers,ARI,35,2,5,7,33.33,1.07,12,14,12
Stefan Noesen,N.J,41,2,4,6,66.67,6.69,12,9,17
Trevor Daley,DET,44,1,4,5,20,2.25,12,30,9
Chris Wideman,"EDM, FLA, OTT",25,1,4,5,55.56,0.87,12,8,3
Kevin Connauton,ARI,50,1,4,5,20,2.52,12,21,5
Michael Chaput,MTL,32,0,5,5,62.5,2.69,12,7,4
Lias Andersson,NYR,42,1,4,5,55.56,2.56,12,11,12
Nicolas Deslauriers,MTL,48,1,3,4,44.44,3.94,17,9,9
Charles Hudon,MTL,32,3,1,4,44.44,3.78,12,13,8
Anthony Bitetto,"MIN, NSH",36,0,3,3,27.27,1.47,12,12,6
Juuso Valimaki,CGY,24,1,2,3,30,0.94,12,12,8
A.J. Greer,COL,15,1,1,2,100,0.87,12,1,4
Connor McDavid,EDM,78,24,40,64,83.12,16.91,14,68,89
Mitchell Marner,TOR,82,16,42,58,73.42,12.48,14,55,59
Claude Giroux,PHI,82,16,34,50,73.53,9.9,14,40,36
Tyler Seguin,DAL,82,19,26,45,75,17.64,14,41,42
Brent Burns,S.J,82,6,36,42,50.6,7.17,14,91,65
Jeff Skinner,BUF,82,27,15,42,60,17.83,14,34,53
Logan Couture,S.J,81,17,24,41,69.49,12.51,14,30,55
Elias Lindholm,CGY,81,13,25,38,61.29,10.36,14,34,32
Yanni Gourde,T.B,80,14,20,34,65.38,11.08,24,30,37
Cody Eakin,VGK,78,17,16,33,68.75,8.69,14,27,39
Reilly Smith,VGK,74,13,19,32,66.67,12.58,14,35,45
Craig Smith,NSH,76,17,13,30,69.77,13,14,31,42
Marcus Sorensen,S.J,80,15,12,27,60,11.18,19,21,28
Oskar Lindblom,PHI,81,13,14,27,71.05,12.41,14,25,20
Jason Zucker,MIN,81,12,14,26,66.67,14.91,14,22,45
Zach Werenski,CBJ,82,8,17,25,36.76,6.66,14,41,33
Nolan Patrick,PHI,72,10,15,25,73.53,11.23,14,17,38
Patric Hornqvist,PIT,69,11,13,24,64.86,12.95,24,15,22
Adam Henrique,ANA,82,10,14,24,64.86,9.28,14,20,30
Robert Thomas,STL,70,5,18,23,76.67,5.8,14,24,33
Miro Heiskanen,DAL,82,8,14,22,37.93,6.69,14,82,27
Taylor Hall,N.J,33,7,14,21,75,6.79,14,26,29
Brock McGinn,CAR,82,7,14,21,61.76,12.01,14,27,42
William Nylander,TOR,54,6,15,21,63.64,10.06,16,20,25
Brett Howden,NYR,66,6,15,21,67.74,7.2,14,28,23
Adam Pelech,NYI,78,5,15,20,39.22,4.43,14,37,35
Erik Johnson,COL,80,5,14,19,35.19,5.12,19,38,23
Brian Gibbons,"ANA, OTT",64,8,11,19,67.86,4.77,14,21,23
Alexander Steen,STL,65,7,11,18,60,7.1,14,13,22
Ron Hainsey,TOR,81,3,14,17,22.67,2.09,14,62,25
Adam Erne,T.B,65,5,12,17,60.71,5.76,24,8,15
Johnny Boychuk,NYI,74,2,13,15,30.61,4.45,14,51,7
Jujhar Khaira,EDM,60,2,13,15,71.43,5.1,29,24,18
MacKenzie Weegar,FLA,64,4,10,14,40,2.78,19,53,33
Joel Eriksson Ek,MIN,58,7,7,14,56,10.67,14,7,12
Roope Hintz,DAL,58,5,8,13,68.42,6.59,14,19,29
Brian Boyle,"N.J, NSH",73,9,2,11,44,6.85,21,11,13
Drew Stafford,N.J,57,4,7,11,61.11,5.42,14,15,15
Jayce Hawryluk,FLA,42,7,4,11,73.33,3.41,14,21,10
Andrew Ladd,NYI,26,3,7,10,76.92,2.52,14,12,9
Jay Beagle,VAN,57,1,9,10,58.82,3.27,14,8,9
Connor Carrick,"DAL, N.J",34,2,8,10,62.5,2.32,19,15,13
Adam Gaudette,VAN,56,5,5,10,58.82,4.17,16,6,10
Deryk Engelland,VGK,74,2,7,9,20.93,2.74,14,19,20
Ben Hutton,VAN,69,3,6,9,23.68,2.51,19,22,22
Neal Pionk,NYR,73,2,7,9,23.68,3.86,19,48,30
Kyle Brodziak,EDM,70,5,3,8,53.33,6.4,14,16,23
Mario Kempe,ARI,52,3,5,8,50,4.01,14,10,8
Yannick Weber,NSH,62,2,6,8,28.57,1.8,14,13,7
Jesse Puljujarvi,EDM,46,4,3,7,53.85,3.75,14,29,20
Henri Jokiharju,CHI,38,0,7,7,29.17,2.02,14,24,5
Igor Ozhiganov,TOR,53,3,4,7,22.58,1.29,14,34,10
Kevan Miller,BOS,39,0,6,6,26.09,0.95,19,19,16
Slater Koekkoek,"CHI, T.B",31,2,4,6,24,1.3,14,6,3
Dennis Cholowski,DET,52,3,3,6,25,2.57,14,42,4
Ben Harpur,OTT,51,1,4,5,20.83,1.2,29,55,13
Jacob Larsson,ANA,49,0,5,5,20,2.5,14,26,9
Sheldon Dries,COL,40,2,3,5,55.56,3.36,24,7,5
Max Jones,ANA,30,2,2,4,40,5.78,14,8,10
Cody McLeod,"NSH, NYR",38,1,0,1,25,2.01,34,1,5
Patrick Kane,CHI,81,26,40,66,78.57,15.97,16,44,36
Steven Stamkos,T.B,82,22,26,48,81.36,10.54,16,45,25
Nathan MacKinnon,COL,82,23,24,47,70.15,16.02,16,48,46
Jack Eichel,BUF,77,16,31,47,75.81,14.56,16,61,29
Nicklas Backstrom,WSH,80,13,28,41,74.55,9.41,16,43,39
Tyler Bertuzzi,DET,73,15,22,37,72.55,11.25,18,41,34
Kyle Connor,WPG,82,18,17,35,61.4,12.93,16,22,49
Zach Parise,MIN,74,15,19,34,72.34,14.44,16,19,16
Kasperi Kapanen,TOR,78,14,20,34,59.65,14.59,23,36,34
John Carlson,WSH,80,8,25,33,35.87,5.01,16,62,33
Kris Letang,PIT,65,10,22,32,43.24,6.27,16,46,49
Filip Forsberg,NSH,64,15,17,32,65.31,15,16,48,49
Joe Thornton,S.J,73,10,21,31,64.58,6.58,16,35,37
Bryan Little,WPG,82,8,19,27,67.5,8.07,16,18,32
Oskar Sundqvist,STL,74,12,15,27,81.82,10.32,16,9,30
Anthony Mantha,DET,67,13,13,26,68.42,10.45,26,44,29
Travis Sanheim,PHI,82,6,20,26,38.81,4.83,16,55,18
Jakob Silfverberg,ANA,73,16,9,25,86.21,11.07,16,21,21
Mikhail Sergachev,T.B,75,5,20,25,40.98,5.18,18,42,16
Alex Iafallo,L.A,82,11,14,25,58.14,9.92,18,16,25
Ondrej Palat,T.B,64,5,19,24,64.86,7.64,16,35,17
Clayton Keller,ARI,82,13,10,23,60.53,11.18,18,24,35
Thomas Vanek,DET,64,10,12,22,78.57,6.19,16,27,16
Loui Eriksson,VAN,81,8,14,22,78.57,8.14,16,7,22
Colton Sissons,NSH,75,10,12,22,57.89,9.96,16,19,26
Nic Dowd,WSH,64,8,13,21,80.77,5.2,18,19,23
Shea Theodore,VGK,79,6,15,21,44.68,5.17,18,53,63
Ivan Provorov,PHI,82,7,14,21,31.34,5.9,16,70,13
Evan Rodrigues,BUF,74,7,14,21,58.33,7.41,16,31,24
Lawson Crouse,ARI,81,8,12,20,66.67,10.38,31,22,23
Brian Dumoulin,PIT,76,3,16,19,26.39,3.56,16,41,33
Tanner Pearson,"L.A, PIT, VAN",80,15,4,19,67.86,11.57,16,21,18
Brendan Leipsic,"L.A, VAN",62,6,13,19,76,6.14,18,16,20
Jaccob Slavin,CAR,82,2,17,19,35.85,4,16,50,68
Nick Jensen,"DET, WSH",80,2,16,18,32.14,3.69,16,44,22
Jason Dickinson,DAL,67,3,15,18,69.23,7.6,16,24,27
Vladislav Namestnikov,NYR,78,7,10,17,56.67,9,26,41,27
Brendan Lemieux,"NYR, WPG",63,12,5,17,65.38,5.92,66,14,12
Christian Fischer,ARI,71,11,6,17,77.27,9.01,16,10,11
Pat Maroon,STL,74,8,8,16,45.71,8.57,31,19,24
Scott Harrington,CBJ,73,2,14,16,45.71,3.09,16,14,9
Andrew Cogliano,"ANA, DAL",78,5,10,15,71.43,9.66,18,28,20
Zach Aston-Reese,PIT,43,6,9,15,68.18,5.34,21,9,11
Jason Spezza,DAL,76,6,8,14,66.67,6.68,16,47,19
Justin Abdelkader,DET,71,3,11,14,58.33,7.55,26,32,5
Calvin de Haan,CAR,74,1,13,14,34.15,4.48,16,46,52
Travis Dermott,TOR,64,4,10,14,32.56,3.5,16,46,22
Filip Hronek,DET,46,4,10,14,56,2.41,16,38,10
Kyle Turris,NSH,55,2,11,13,61.9,4.38,21,20,17
Par Lindholm,"TOR, WPG",65,1,12,13,54.17,5.66,16,12,22
Nikita Zaitsev,TOR,81,3,9,12,23.08,2.31,16,65,15
Tage Thompson,BUF,65,6,4,10,71.43,6.72,16,28,24
Jan Rutta,"CHI, T.B",37,2,5,7,25,1.2,16,12,1
Christian Folin,"MTL, PHI",45,0,6,6,18.18,2.11,16,18,3
Steven Santini,N.J,39,1,3,4,22.22,1.71,16,8,8
Steven Kampfer,BOS,35,2,1,3,23.08,1.34,16,7,12
Alex Petrovic,"EDM, FLA",35,0,2,2,22.22,1.82,16,24,8
Jake Guentzel,PIT,82,31,26,57,73.08,16.78,18,35,40
Brayden Point,T.B,79,19,33,52,72.22,16.3,18,21,31
Mark Stone,"OTT, VGK",77,22,23,45,64.29,13.84,18,46,102
Phil Kessel,PIT,82,15,28,43,82.69,12.53,20,55,30
David Pastrnak,BOS,66,20,19,39,73.58,12.34,20,68,32
Patrice Bergeron,BOS,65,14,22,36,72,11.34,18,23,31
Brayden Schenn,STL,72,10,25,35,66.04,15.06,28,34,47
T.J. Oshie,WSH,69,15,18,33,67.35,10.13,18,32,38
Dustin Brown,L.A,72,10,21,31,72.09,11.02,18,34,25
Carl Soderberg,COL,82,15,16,31,68.89,12.47,18,20,32
Jared Spurgeon,MIN,82,10,20,30,48.39,4.65,18,16,22
Mikael Granlund,"MIN, NSH",79,10,18,28,71.79,11.68,18,24,42
Ryan Ellis,NSH,82,4,23,27,40.3,4.19,18,42,35
Bryan Rust,PIT,72,15,12,27,60,12.28,18,27,21
Charlie Coyle,"BOS, MIN",81,10,16,26,60.47,11.75,18,32,34
Dominik Simon,PIT,71,7,18,25,65.79,10.12,18,29,33
Seth Jones,CBJ,75,5,19,24,34.78,6.16,18,57,45
Zack Kassian,EDM,79,12,11,23,48.94,9.63,53,45,32
Alex Pietrangelo,STL,71,6,14,20,32.79,4.73,18,40,36
Jordie Benn,MTL,81,3,17,20,33.33,2.38,18,62,12
Alex Chiasson,EDM,73,12,8,20,62.5,9.18,18,24,23
Brad Richardson,ARI,66,14,5,19,65.52,8.65,18,18,22
Troy Brouwer,FLA,75,10,9,19,67.86,6.69,28,34,17
Ryan Reaves,VGK,80,6,11,17,65.38,8.85,23,11,35
Kevin Shattenkirk,NYR,73,1,16,17,44.74,4.14,18,44,31
Mike Matheson,FLA,75,6,11,17,30.91,4.01,20,114,56
Nikolay Goldobin,VAN,63,6,10,16,55.17,7.11,18,25,19
Alex Biega,VAN,41,2,13,15,50,2.82,20,17,4
Marcus Foligno,MIN,82,7,8,15,62.5,8.04,33,10,24
Kris Russell,EDM,72,3,11,14,28,2.58,18,62,17
Noel Acciari,BOS,72,6,8,14,66.67,8.65,23,10,30
Darren Helm,DET,61,6,7,13,56.52,6.71,18,27,27
Sami Vatanen,N.J,50,1,10,11,33.33,3.01,18,28,11
Derrick Pouliot,VAN,62,2,9,11,24.44,2.37,20,35,17
Jakob Chychrun,ARI,53,2,9,11,42.31,2.94,18,32,14
William Carrier,VGK,54,8,1,9,64.29,8.61,18,10,30
Christopher Tanev,VAN,55,1,7,8,28.57,1.02,18,25,12
Maxime Lajoie,OTT,56,3,4,7,28,2.59,18,41,11
Christian Jaros,OTT,61,1,5,6,25,2.02,18,39,15
Kurtis Gabriel,N.J,22,2,2,4,66.67,0.5,33,4,2
Sidney Crosby,PIT,79,19,42,61,74.39,17.68,22,47,45
Jonathan Huberdeau,FLA,82,16,31,47,81.03,13.57,20,61,37
Brock Nelson,NYI,82,19,17,36,78.26,13.26,20,38,45
Ryan Nugent-Hopkins,EDM,82,15,19,34,70.83,12.85,20,37,39
Viktor Arvidsson,NSH,58,25,9,34,70.83,12.59,20,31,34
Jonathan Drouin,MTL,81,11,22,33,66,9.14,22,40,45
Jesperi Kotkaniemi,MTL,79,10,19,29,78.38,8.59,20,37,30
Michael Frolik,CGY,65,12,15,27,61.36,9.36,20,45,32
Kevin Fiala,"MIN, NSH",83,10,17,27,72.97,13.31,22,50,41
Tyler Bozak,STL,72,9,17,26,74.29,9.66,20,17,25
Casey Cizikas,NYI,73,15,10,25,78.13,9.63,20,26,32
Bobby Ryan,OTT,78,7,17,24,61.54,8.94,20,38,43
J.T. Miller,T.B,75,9,15,24,54.55,7.36,22,27,41
Mathieu Joseph,T.B,70,13,11,24,66.67,6.7,20,22,23
Patrick Marleau,TOR,82,11,11,22,44,11.78,20,20,28
TJ Brodie,CGY,79,4,18,22,32.35,4.1,20,84,59
Jordan Staal,CAR,50,9,12,21,80.77,10.44,20,21,32
Matt Calvert,COL,82,9,12,21,60,9.91,25,17,31
Mattias Janmark,DAL,81,6,15,21,80.77,8.68,20,34,28
Chris Wagner,BOS,76,10,6,16,57.14,11.91,25,19,18
Brendan Perlini,"ARI, CHI",68,11,5,16,69.57,9.27,22,13,11
Derick Brassard,"COL, FLA, PIT",70,9,5,14,58.33,6.9,35,22,32
James Neal,CGY,63,5,8,13,50,7.94,22,25,11
Barclay Goodrow,S.J,82,6,7,13,50,6.43,40,15,28
Brett Seney,N.J,51,5,7,12,75,4.22,20,17,17
Mark Pysyk,FLA,70,1,8,9,19.57,2.49,20,68,29
Micheal Haley,"FLA, S.J",43,1,2,3,37.5,3.95,50,15,3
Brett Connolly,WSH,81,21,23,44,77.19,12.87,22,23,33
Jakub Vrana,WSH,82,22,18,40,67.8,13.24,22,49,40
Ryan Dzingel,"CBJ, OTT",78,20,19,39,66.1,12.03,22,31,23
Nino Niederreiter,"CAR, MIN",82,17,18,35,67.31,15.05,22,31,49
Bo Horvat,VAN,82,15,18,33,66,13.59,27,30,24
Paul Stastny,VGK,50,10,20,30,78.95,10.99,22,11,32
Max Pacioretty,VGK,66,16,13,29,80.56,12.18,22,32,37
Nazem Kadri,TOR,73,11,18,29,78.38,11.56,37,37,37
Jeff Petry,MTL,82,6,22,28,38.36,5.03,22,104,32
Mike Hoffman,FLA,82,15,13,28,73.68,10.03,22,69,39
Micheal Ferland,CAR,71,10,15,25,59.52,12.61,39,35,31
Derek Ryan,CGY,81,10,14,24,70.59,7.25,22,46,44
Jared McCann,"FLA, PIT",78,9,14,23,63.89,8.43,27,37,30
Jordan Greenway,MIN,81,11,12,23,74.19,9.17,22,18,34
David Savard,CBJ,82,7,15,22,31.88,5.77,22,35,14
Jordan Martinook,CAR,82,12,9,21,55.26,16.42,22,28,41
Charlie McAvoy,BOS,54,5,16,21,39.62,4.19,22,46,23
Jake Gardiner,TOR,62,3,17,20,33.9,2.69,24,49,23
Carl Hagelin,"L.A, PIT, WSH",58,5,14,19,55.88,8.38,22,17,26
Oscar Lindberg,"OTT, VGK",55,9,10,19,61.29,7.97,22,25,22
Nick Bjugstad,"FLA, PIT",64,11,8,19,65.52,11.91,22,32,31
Mike Green,DET,43,4,14,18,54.55,2.98,22,41,14
Jesper Fast,NYR,66,8,10,18,60,10.21,22,21,21
Brett Pesce,CAR,73,6,12,18,31.03,3.67,22,25,47
Sean Kuraly,BOS,71,5,12,17,73.91,7.19,27,29,32
Travis Hamonic,CGY,69,6,9,15,24.19,4.26,27,50,29
Erik Cernak,T.B,58,4,11,15,28.3,3.52,32,19,6
Marc Staal,NYR,79,3,10,13,28.26,3.1,22,57,22
Connor Murphy,CHI,52,5,8,13,31.71,2.58,22,36,9
Matthew Benning,EDM,70,3,10,13,30.23,2.89,27,42,8
Melker Karlsson,S.J,79,9,4,13,59.09,6.18,22,18,25
Michael Rasmussen,DET,62,2,9,11,61.11,5.18,22,25,12
Vladimir Sobotka,BUF,69,3,7,10,55.56,4.45,22,10,8
Robert Bortuzzo,STL,59,2,7,9,24.32,3.1,22,17,9
Adam McQuaid,"CBJ, NYR",50,3,3,6,23.08,1.01,27,18,9
Dan Hamhuis,NSH,57,0,5,5,20,1.46,22,31,10
Ryan Kesler,ANA,60,4,1,5,38.46,6.57,22,18,11
Brett Ritchie,DAL,53,3,2,5,50,4.06,27,10,7
Thomas Hickey,NYI,40,0,3,3,13.64,1.56,29,24,9
Jonathan Toews,CHI,82,19,24,43,69.35,14.04,24,41,58
Brendan Gallagher,MTL,82,28,14,42,68.85,23.61,24,25,53
Matthew Tkachuk,CGY,80,17,24,41,73.21,13.67,39,50,37
Travis Konecny,PHI,82,18,20,38,73.08,13.14,24,40,35
Andreas Johnsson,TOR,73,16,20,36,69.23,9.42,24,19,23
Justin Williams,CAR,82,12,22,34,68,16.55,24,73,51
Anze Kopitar,L.A,81,17,17,34,65.38,11.67,24,42,47
Thomas Chabot,OTT,70,10,24,34,43.59,6.14,24,62,29
Duncan Keith,CHI,82,5,28,33,39.76,4.78,29,65,21
Shea Weber,MTL,58,9,16,25,58.14,3.23,24,45,7
Patrik Laine,WPG,82,13,11,24,55.81,9.8,26,38,21
Aaron Ekblad,FLA,82,7,15,22,27.85,5.4,24,98,38
Nick Cousins,ARI,81,6,15,21,61.76,11.14,29,18,37
Rasmus Ristolainen,BUF,78,3,18,21,41.18,4.67,24,30,15
Matt Niskanen,WSH,80,6,13,19,35.85,3.8,29,59,31
Troy Stecher,VAN,78,1,18,19,38,3.12,24,29,35
Alex Galchenyuk,ARI,72,9,9,18,72,9.63,24,29,27
Zach Bogosian,BUF,65,2,14,16,32,2.56,34,41,14
Justin Braun,S.J,78,2,13,15,39.47,3.08,24,48,32
Jonas Brodin,MIN,82,3,12,15,35.71,3.42,24,17,24
Marco Scandella,BUF,63,6,6,12,36.36,2.51,24,31,14
John Moore,BOS,61,1,8,9,31.03,3.01,24,18,9
Eric Fehr,MIN,72,4,4,8,57.14,5.27,24,11,24
Greg Pateryn,MIN,80,1,6,7,17.95,2.39,24,15,10
Nick Seeler,MIN,71,2,5,7,25.93,1.89,39,17,4
Dmitry Kulikov,WPG,57,0,6,6,18.18,1.63,26,34,16
Jonathan Ericsson,DET,52,3,2,5,23.81,1.19,29,34,6
Tomas Tatar,MTL,80,20,28,48,80,13.27,26,35,46
Mika Zibanejad,NYR,82,14,25,39,78,10.93,28,38,50
Jonathan Marchessault,VGK,82,15,22,37,62.71,15.51,26,57,48
Jamie Benn,DAL,78,18,18,36,69.23,13.46,31,64,35
Tyler Johnson,T.B,80,23,11,34,53.13,13.71,26,22,10
Roman Josi,NSH,82,9,24,33,50,8.19,36,48,30
Eric Staal,MIN,81,14,18,32,66.67,15.1,26,29,44
Artturi Lehkonen,MTL,82,11,20,31,63.27,12.57,26,22,28
Kyle Palmieri,N.J,74,16,12,28,59.57,9.99,26,29,30
Richard Panik,ARI,75,11,17,28,63.64,11.06,26,34,38
Vince Dunn,STL,78,8,18,26,49.06,4.67,26,42,14
Leo Komarov,NYI,82,4,20,24,58.54,6.36,26,24,26
Dmitry Orlov,WSH,82,3,21,24,36.36,4.23,26,66,47
Kyle Clifford,L.A,72,9,10,19,70.37,10.71,61,16,11
Kyle Okposo,BUF,78,7,10,17,56.67,7.63,33,23,15
Michael Raffl,PHI,67,4,11,15,57.69,5.72,26,19,26
Jon Merrill,VGK,57,2,12,14,35,2.54,28,22,15
Johan Larsson,BUF,73,5,8,13,50,5.98,33,19,25
Jake McCabe,BUF,59,3,9,12,36.36,2.63,26,23,18
Erik Gudbranson,"PIT, VAN",76,2,7,9,22.5,2.74,48,29,7
Dion Phaneuf,L.A,67,1,5,6,20,2.17,36,29,5
Niklas Hjalmarsson,ARI,82,0,6,6,14.63,1.81,26,35,25
John Tavares,TOR,82,33,27,60,72.29,22.12,30,57,49
Alex Ovechkin,WSH,81,28,21,49,65.33,16.5,28,51,34
Ryan Johansen,NSH,80,10,31,41,67.21,11.91,30,40,30
Andrew Shaw,MTL,63,16,23,39,70.91,12.83,53,21,12
Phillip Danault,MTL,81,10,29,39,61.9,10.94,28,41,35
Chris Kreider,NYR,79,19,18,37,62.71,13.62,33,40,28
Ryan McDonagh,T.B,82,7,27,34,41.98,5.2,28,56,34
Josh Anderson,CBJ,82,20,14,34,54.84,15.93,28,17,31
Ryan Getzlaf,ANA,67,11,21,32,78.05,7.3,38,58,55
Lars Eller,WSH,81,10,17,27,58.7,12.15,35,46,38
Dougie Hamilton,CAR,82,14,12,26,43.33,8.17,38,51,30
Scott Laughton,PHI,82,9,16,25,62.5,10.79,28,38,31
Damon Severson,N.J,82,8,17,25,42.37,4.62,38,47,19
Braydon Coburn,T.B,74,3,18,21,42,4.22,28,21,15
Ryan Strome,"EDM, NYR",81,9,10,19,57.58,8.22,38,38,29
