Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Andrew Desjardins,S.J,123,5,15,20,86.96,11.03,70,36,39
Andy Greene,N.J,130,4,16,20,26.32,6.39,44,48,49
Trevor Lewis,L.A,121,9,11,20,68.97,17.43,19,22,19
Andrew MacDonald,"NYI, PHI",130,3,17,20,25.64,3.82,58,75,36
Ben Lovejoy,"ANA, PIT",113,5,15,20,28.99,4.42,46,31,19
Zach Bogosian,WPG,88,8,12,20,29.85,5.68,34,53,13
Michael Stone,PHX,110,10,10,20,32.79,4.21,40,4,15
Jordie Benn,DAL,104,1,19,20,32.26,3.96,36,51,27
Radko Gudas,T.B,95,3,17,20,32.26,4.38,122,47,15
Boone Jenner,CBJ,72,10,10,20,64.52,8.99,26,22,26
Olli Maatta,PIT,78,5,15,20,40,4.18,12,31,8
Tomas Hertl,S.J,37,10,10,20,76.92,8.62,2,14,18
Jacob Trouba,WPG,65,6,14,20,41.67,4.77,15,62,17
Kimmo Timonen,PHI,122,6,13,19,30.65,4.67,44,33,19
Chris Phillips,OTT,118,4,15,19,31.67,5.24,45,46,13
Brooks Orpik,PIT,118,2,17,19,21.11,1.98,36,40,13
Josh Gorges,MTL,114,2,17,19,28.36,1.99,25,34,10
Toby Enstrom,WPG,104,7,12,19,30.65,3.73,48,35,10
David Booth,VAN,78,9,10,19,65.52,12.28,14,15,22
Kris Russell,"CGY, STL",101,2,17,19,29.69,4.54,15,39,29
Cal Clutterbuck,"MIN, NYI",115,10,9,19,73.08,15.08,41,30,32
Karl Alzner,WSH,130,3,16,19,28.36,4.77,24,45,31
Luke Schenn,PHI,126,5,14,19,23.75,5.05,59,56,18
Patrick Wiercioch,OTT,95,2,17,19,40.43,3.68,30,33,5
Travis Hamonic,NYI,117,3,16,19,23.75,5.31,72,74,55
Dale Weise,"MTL, VAN",101,7,12,19,82.61,6.65,39,17,21
Matt Bartkowski,BOS,75,0,19,19,34.55,3.31,28,30,10
Matt Irwin,S.J,100,3,16,19,32.2,4.72,20,62,24
Steve Oleksy,WSH,61,3,16,19,43.18,1.78,55,19,12
Torey Krug,BOS,80,6,13,19,40.43,4.63,18,27,20
Zemgus Girgensons,BUF,70,7,12,19,67.86,10.27,10,14,22
Michal Rozsival,CHI,69,1,17,18,31.58,1.74,38,34,23
Dan Boyle,S.J,121,6,12,18,26.09,8.42,44,79,34
Torrey Mitchell,"BUF, MIN",112,6,12,18,75,7.15,37,16,20
Marc Staal,NYR,93,3,15,18,29.03,4.71,22,51,36
Joe Vitale,PIT,86,3,15,18,81.82,6.26,31,13,15
Jamie McBain,"BUF, CAR",109,4,14,18,33.33,3.6,20,41,16
Jake Gardiner,TOR,92,7,11,18,31.58,4.44,10,70,34
Marco Scandella,MIN,82,4,14,18,37.5,2.67,16,32,20
Jimmy Hayes,"CHI, FLA",65,9,9,18,62.07,8.2,14,6,16
Brandon Pirri,"CHI, FLA",50,9,9,18,69.23,6.15,4,5,16
Brock Nelson,NYI,72,10,8,18,64.29,8.49,6,16,26
Riley Sheahan,DET,43,7,11,18,64.29,4.59,6,8,16
Justin Fontaine,MIN,66,11,7,18,78.26,6.61,16,14,22
Matt Nieto,S.J,66,9,9,18,72,10.33,14,28,15
Sami Salo,T.B,117,4,13,17,22.97,3.44,22,23,25
Joe Corvo,"CAR, OTT",65,6,11,17,40.48,3.7,18,23,14
Scott Gomez,"FLA, S.J",85,4,13,17,65.38,6.14,36,29,36
Paul Martin,PIT,73,5,12,17,29.82,4.05,20,20,20
Braydon Coburn,PHI,115,5,12,17,24.64,5.91,76,56,30
Brian Boyle,NYR,120,6,11,17,65.38,14.33,34,21,25
Steve Downie,"COL, PHI",64,0,17,17,53.13,4.52,52,20,23
Derek Dorsett,"CBJ, NYR",75,7,10,17,65.38,8.36,75,9,13
Alec Martinez,L.A,88,8,9,17,43.59,4.78,16,35,5
Matt Frattin,"CBJ, L.A, TOR",69,7,10,17,60.71,8.56,8,24,16
Jay Beagle,WSH,110,6,11,17,77.27,12.08,26,15,28
Jesse Winchester,FLA,52,8,9,17,80.95,7.88,14,9,6
John Moore,"CBJ, NYR",104,4,13,17,35.42,5.63,14,29,7
Jonas Brodin,MIN,124,5,12,17,24.64,3.39,26,42,42
Aleksander Barkov,FLA,54,4,13,17,54.84,5.55,8,12,25
Stephane Robidas,"ANA, DAL",86,4,12,16,22.86,2.92,37,22,9
Ryan Malone,T.B,81,8,8,16,55.17,6.28,38,22,21
Travis Moen,MTL,110,4,12,16,66.67,8.62,24,14,10
Deryk Engelland,PIT,98,6,10,16,35.56,3.52,71,28,12
Jay Harrison,CAR,115,4,12,16,25.4,4.26,55,40,16
Mark Stuart,WPG,111,4,12,16,25,3.62,72,42,8
Patrick Bordeleau,COL,128,8,8,16,76.19,4.86,132,15,12
Roman Polak,STL,120,5,11,16,30.19,5.36,57,15,13
Jack Skille,"CBJ, FLA",56,7,9,16,76.19,6.84,13,3,14
Darren Helm,DET,43,9,7,16,69.57,5.47,8,9,14
Drayson Bowman,CAR,107,7,9,16,51.61,12.3,18,18,36
Jordan Nolan,L.A,108,8,8,16,76.19,5.77,38,26,12
Emerson Etem,ANA,67,7,9,16,66.67,7.15,8,11,15
Danny DeKeyser,DET,76,2,14,16,37.21,3.15,24,33,9
Craig Adams,PIT,130,5,10,15,68.18,7.68,46,17,12
Bryan Allen,ANA,109,0,15,15,21.13,2.89,73,39,10
Rob Scuderi,"L.A, PIT",101,1,14,15,24.19,1.49,6,45,10
Jeff Halpern,"MTL, NYR, PHX",115,6,9,15,68.18,5.89,30,5,18
Chris Thorburn,WPG,97,4,11,15,65.22,4.61,66,9,7
B.J. Crombeen,T.B,99,3,12,15,75,6.38,135,11,19
Dave Bolland,"CHI, TOR",58,8,7,15,62.5,4.41,30,20,25
Rich Clune,NSH,105,6,9,15,65.22,5.92,131,12,14
Mark Fayne,N.J,103,3,12,15,27.78,3.44,42,35,16
Eric Gryba,OTT,90,4,11,15,31.91,3.38,56,57,9
Tyler Myers,BUF,101,6,9,15,32.61,5.09,59,51,23
Richard Panik,T.B,75,7,8,15,65.22,6.09,19,26,25
Ryan Stanton,"CHI, VAN",65,1,14,15,40.54,2.18,25,20,19
Beau Bennett,PIT,47,5,10,15,65.22,4.29,6,9,9
Mark Arcobello,EDM,42,3,12,15,88.24,4.95,4,12,15
Brian Gibbons,PIT,41,4,11,15,75,2.69,4,11,8
Sven Baertschi,CGY,46,3,12,15,75,4.31,8,13,20
J.T. Brown,T.B,63,4,11,15,71.43,7.8,4,9,19
Morgan Rielly,TOR,73,1,14,15,32.61,3.28,6,61,30
Shawn Thornton,BOS,109,8,6,14,60.87,8.62,63,13,24
Daniel Cleary,DET,100,7,7,14,56,8.81,42,18,18
Brad Stuart,S.J,109,2,12,14,20.9,3.47,45,48,19
Robyn Regehr,"BUF, L.A",120,1,13,14,27.45,2.63,60,49,2
Nik Antropov,WPG,40,4,10,14,63.64,4.38,12,16,12
Matt Hendricks,"EDM, NSH, WSH",125,9,5,14,70,10.47,139,18,28
Paul Bissonnette,PHX,67,2,12,14,73.68,2.92,36,4,7
Kyle Quincey,DET,118,5,9,14,20.59,6.05,73,45,32
Clayton Stoner,MIN,111,1,13,14,30.43,2.16,70,34,19
Ryan Reaves,STL,106,6,8,14,58.33,4.96,135,11,21
Nick Holden,"CBJ, COL",56,7,7,14,35.9,2.82,14,23,10
Lance Bouma,CGY,78,4,10,14,53.85,6.63,22,12,19
Jared Cowen,OTT,75,7,7,14,28,3.05,40,39,11
Dmitry Kulikov,FLA,115,4,10,14,21.21,4.84,54,53,25
Peter Holland,"ANA, TOR",64,7,7,14,50,4.72,22,19,31
Drew Shore,FLA,67,4,10,14,58.33,9.11,16,12,20
Sami Vatanen,ANA,56,5,9,14,35,2.34,14,19,11
Erik Haula,MIN,46,5,9,14,77.78,3.35,15,5,7
Brandon Bollig,CHI,107,7,7,14,42.42,8.93,58,6,6
Raphael Diaz,"MTL, NYR, VAN",86,2,12,14,45.16,2.53,18,27,7
Nikita Kucherov,T.B,52,6,8,14,73.68,7.79,12,15,17
Jochen Hecht,BUF,47,4,9,13,61.9,4.52,12,12,20
Francis Bouillon,MTL,100,2,11,13,21.31,1.95,35,54,12
Taylor Pyatt,"NYR, PIT",104,8,5,13,46.43,9.64,20,13,22
Dominic Moore,NYR,73,5,8,13,72.22,6.9,12,10,16
Tim Gleason,"CAR, TOR",98,1,12,13,28.26,2.84,35,34,14
Kyle Wellwood,WPG,39,6,7,13,72.22,3.38,0,15,18
Tanner Glass,PIT,115,3,10,13,68.42,5.53,72,5,7
Nicklas Grossmann,PHI,108,2,11,13,23.64,3.61,51,49,8
Ryan Jones,EDM,79,4,9,13,59.09,6.82,22,27,18
Victor Bartley,NSH,74,1,12,13,32.5,1.95,20,18,19
Michael Kostka,"CHI, T.B, TOR",63,3,10,13,33.33,2.85,27,35,13
Jeremy Morin,CHI,27,6,7,13,81.25,4.23,8,1,9
Erik Gustafsson,PHI,58,4,9,13,33.33,2.16,4,26,10
Seth Jones,NSH,77,3,10,13,36.11,2.71,14,44,18
Elias Lindholm,CAR,58,5,8,13,56.52,4.15,4,24,35
Todd Bertuzzi,DET,66,5,7,12,41.38,5.35,32,23,12
Radek Dvorak,"ANA, CAR",69,7,5,12,52.17,5.77,27,24,26
Cory Sarich,"CGY, COL",82,1,11,12,27.91,1.72,37,30,18
Andy McDonald,STL,37,6,6,12,57.14,4.68,8,12,13
John-Michael Liles,"CAR, TOR",73,2,10,12,28.57,2.88,6,37,18
Ilya Kovalchuk,N.J,37,4,8,12,66.67,4.99,10,28,6
Brooks Laich,WSH,60,7,5,12,48,5.02,8,18,14
Paul Ranger,TOR,53,5,7,12,42.86,2.61,32,43,33
Mike Weber,BUF,110,1,11,12,27.27,1.86,81,51,13
David Schlemko,PHX,78,2,10,12,27.27,3.03,26,15,10
Robert Bortuzzo,PIT,69,2,10,12,34.29,2.52,64,9,6
Calvin de Haan,NYI,51,2,10,12,36.36,2.35,22,25,24
Anders Lee,NYI,24,7,5,12,85.71,5.67,8,7,9
Roman Cervenka,CGY,39,7,5,12,80,4.32,12,8,8
Scott Hannan,"NSH, S.J",89,3,8,11,21.57,3.57,47,31,13
Henrik Tallinder,"BUF, N.J",89,3,8,11,34.38,2.21,38,33,31
Simon Gagne,"L.A, PHI",38,3,8,11,64.71,5.73,6,6,14
Brian McGrattan,"CGY, NSH",97,7,4,11,64.71,5,57,12,16
Rostislav Klesla,PHX,63,3,8,11,34.38,2.27,38,6,3
Anton Volchenkov,N.J,93,1,10,11,32.35,2.92,43,15,12
Nick Schultz,"CBJ, EDM",117,1,10,11,23.91,2.55,46,59,8
Chuck Kobasew,"COL, PIT",70,7,4,11,55,7.31,26,11,19
Zbynek Michalek,PHX,93,2,9,11,20,3,24,31,19
Keith Aucoin,"NYI, STL",43,5,6,11,57.89,4.15,2,17,22
Peter Mueller,FLA,43,5,6,11,61.11,8.37,12,9,33
Tom Sestito,"PHI, VAN",107,7,4,11,68.75,4.77,111,10,13
Kevin Westgarth,"CAR, CGY",79,6,5,11,73.33,5.35,65,19,12
Paul Byron,CGY,51,4,7,11,57.89,4.21,15,13,21
Colton Sceviour,DAL,27,6,5,11,73.33,4.68,2,13,6
Corey Tropp,"BUF, CBJ",53,2,9,11,52.38,2.82,26,4,9
Ville Leino,BUF,66,1,10,11,73.33,3.84,12,13,22
Dalton Prout,CBJ,77,3,8,11,28.95,1.72,31,23,17
Jordan Schroeder,VAN,56,5,6,11,64.71,3.99,6,10,17
Dylan Olsen,FLA,44,3,8,11,44,1.48,8,10,15
Eric Gelinas,N.J,61,2,9,11,35.48,2.77,18,14,9
Dmitry Orlov,WSH,59,3,8,11,28.21,1.94,15,29,24
Michael Bournival,MTL,60,6,5,11,68.75,5.48,16,10,14
Tomas Jurco,DET,36,5,6,11,57.89,4.65,10,9,7
Ryan Strome,NYI,37,3,8,11,64.71,5.76,6,17,18
Ryan Murray,CBJ,66,1,10,11,26.19,1.42,4,23,10
Willie Mitchell,L.A,76,1,9,10,22.22,2.39,52,44,9
John Erskine,WSH,67,4,6,10,22.73,2.14,45,38,6
Jordan Leopold,"BUF, STL",66,3,7,10,33.33,2.72,14,18,7
Ruslan Fedotenko,PHI,47,2,8,10,52.63,2.97,8,10,7
Troy Bodie,TOR,47,3,7,10,66.67,2.48,19,7,5
Peter Regin,"CHI, NYI, OTT",88,3,7,10,43.48,7.94,14,10,27
Adam Pardy,"BUF, WPG",77,0,10,10,24.39,2.57,48,41,17
Tim Kennedy,"PHX, S.J",50,4,6,10,66.67,6.05,4,17,23
Matt D'Agostini,"BUF, N.J, PIT, STL",86,4,6,10,55.56,7.24,20,16,24
Sergei Kostitsyn,NSH,46,2,8,10,55.56,3.04,9,14,12
Eric Tangradi,"PIT, WPG",96,4,6,10,50,9.96,22,20,18
Brett Bellemore,CAR,72,2,8,10,37.04,2.68,25,41,23
Dustin Jeffrey,"DAL, PIT",58,5,5,10,66.67,4.46,4,10,11
Brian Lashoff,DET,106,1,9,10,23.26,1.88,34,22,9
David Savard,CBJ,74,4,6,10,26.32,1.72,22,6,9
Tye McGinn,PHI,36,7,3,10,62.5,4.71,9,7,10
Alexander Burmistrov,WPG,44,4,6,10,58.82,4.77,12,14,19
Erik Gudbranson,FLA,97,3,7,10,21.28,4.36,53,28,13
Sheldon Souray,ANA,44,4,5,9,25,1.47,36,25,7
Alexei Ponikarovsky,"N.J, WPG",42,4,5,9,60,5.11,8,6,3
Adam Hall,"CAR, PHI, T.B",117,2,7,9,50,5.71,23,11,21
Tim Jackman,"ANA, CGY",78,5,4,9,69.23,6.77,71,11,10
Keith Ballard,"MIN, VAN",81,2,7,9,30,2.66,39,30,21
Patrick Eaves,"DET, NSH",64,3,6,9,56.25,6.58,6,6,13
Colin Fraser,L.A,67,2,7,9,81.82,3.87,21,7,9
Chris Porter,STL,51,2,7,9,64.29,5.37,0,2,8
Ladislav Smid,"CGY, EDM",121,3,6,9,15.25,2.68,70,49,16
Mark Fistric,"ANA, EDM",59,0,9,9,29.03,1.14,40,19,10
Adam McQuaid,BOS,62,2,7,9,26.47,1.63,74,16,4
Mark Fraser,"EDM, TOR",87,1,8,9,16.07,1.29,73,47,13
Leo Komarov,TOR,42,4,5,9,64.29,5.19,12,12,12
Cory Emmerton,DET,66,5,4,9,69.23,5.35,4,2,7
Brian Strait,NYI,66,2,7,9,21.43,2.34,18,20,17
Ian Cole,STL,61,2,7,9,29.03,1.86,28,13,10
Aaron Palushaj,"CAR, COL",27,2,7,9,69.23,1.92,4,6,8
Jack Hillen,WSH,36,3,6,9,42.86,1.47,12,20,2
Luca Sbisa,ANA,71,2,7,9,24.32,2.79,40,20,14
Philip Larsen,"DAL, EDM",62,2,7,9,40.91,2.42,24,21,5
Mark Barberio,T.B,51,4,5,9,29.03,2.41,22,25,9
Adam Larsson,N.J,63,1,8,9,28.13,1.36,20,29,21
Tom Wilson,WSH,82,2,7,9,52.94,5.23,63,10,17
Jayson Megna,PIT,36,5,4,9,64.29,3.31,4,4,7
Milan Hejduk,COL,29,2,6,8,100,3.69,0,9,6
Steve Sullivan,"N.J, PHX",42,3,5,8,57.14,4.06,10,11,14
Manny Malhotra,"CAR, VAN",78,5,3,8,40,4.17,12,18,20
Douglas Murray,"MTL, PIT, S.J",96,1,7,8,28.57,2,37,24,8
Lubomir Visnovsky,NYI,59,2,6,8,17.02,2.96,18,32,21
Jordin Tootoo,DET,53,3,5,8,72.73,3.59,51,8,11
Nate Guenin,COL,68,1,7,8,23.53,1.26,24,20,11
Daniel Carcillo,"CHI, L.A, NYR",80,6,2,8,34.78,6.6,38,22,10
Kevin Porter,BUF,43,3,5,8,72.73,2.92,8,6,22
Adam Cracknell,STL,39,2,6,8,66.67,3.04,4,1,9
Guillaume Latendresse,OTT,27,4,4,8,61.54,3.88,8,7,14
Jared Boll,CBJ,71,3,5,8,61.54,2.3,61,6,3
Ryan Wilson,COL,40,0,8,8,29.63,1.39,14,13,7
Keith Aulie,T.B,60,2,6,8,30.77,1.27,29,9,4
Jonathon Blum,"MIN, NSH",50,1,7,8,50,2.01,4,12,10
Keaton Ellerby,"FLA, L.A, WPG",95,1,7,8,21.05,1.97,43,64,12
Zac Dalpe,"CAR, VAN",65,4,4,8,80,6.14,2,2,7
Matt Donovan,NYI,52,1,7,8,25.81,2.93,20,31,15
Zac Rinaldo,PHI,99,4,4,8,57.14,4.63,151,5,12
Simon Despres,PIT,67,2,6,8,21.05,2.1,42,29,14
Mattias Ekholm,NSH,63,1,7,8,22.86,2.01,10,33,19
Calle Jarnkrok,NSH,12,2,6,8,72.73,1.51,4,2,2
Jason Zucker,MIN,41,7,1,8,44.44,6.2,10,16,10
Devante Smith-Pelly,ANA,26,2,6,8,66.67,2.45,0,8,4
Ryan Murphy,CAR,52,1,7,8,38.1,2.27,8,37,28
Connor Murphy,PHX,30,1,7,8,40,0.86,8,9,10
Cody Ceci,OTT,49,2,6,8,29.63,2,12,13,9
Steve Begin,CGY,36,3,4,7,63.64,2.72,17,5,2
David Steckel,"ANA, TOR",40,1,6,7,87.5,2.63,2,7,4
Sheldon Brookbank,CHI,74,2,5,7,23.33,2.9,39,29,14
Shane O'Brien,"CGY, COL",73,0,7,7,21.21,1.88,49,17,12
Wojtek Wolski,WSH,27,3,4,7,58.33,4.08,4,11,11
Mike Brown,"EDM, S.J, TOR",95,3,4,7,50,5.48,80,11,14
Lennart Petrell,EDM,35,2,5,7,87.5,1.58,4,7,1
Brandon Yip,"NSH, PHX",36,3,4,7,63.64,2.18,18,10,6
Chris Conner,"PHX, PIT",31,5,2,7,53.85,3.37,2,3,11
Andrew Ebbett,"PIT, VAN",37,1,6,7,70,2.41,2,10,9
Trevor Smith,"PIT, TOR",29,3,4,7,100,1.55,4,3,4
Paul Postma,WPG,54,3,4,7,33.33,2.14,12,24,11
Brad Malone,COL,45,4,3,7,87.5,1.6,22,8,9
Brandon McMillan,"ANA, PHX",28,2,5,7,70,3.08,4,2,3
James Wright,WPG,97,2,5,7,30.43,5.41,15,14,21
Roman Horak,"CGY, EDM",23,3,4,7,77.78,2.43,2,4,9
Bobby Butler,"FLA, N.J, NSH",36,3,4,7,70,2.76,2,4,9
Jon Merrill,N.J,52,1,6,7,31.82,1.62,10,10,8
Mark Pysyk,BUF,63,0,7,7,30.43,1.98,14,24,8
Mark Stone,OTT,23,3,4,7,70,4.43,4,8,16
Reid Boucher,N.J,23,2,5,7,77.78,2.65,4,1,6
Luke Glendening,DET,56,1,6,7,53.85,3.3,14,7,8
Mikhail Grigorenko,BUF,43,3,4,7,50,3.86,2,12,14
Mike Knuble,PHI,28,3,3,6,60,1.73,8,3,3
Bryce Salvador,N.J,79,1,5,6,18.75,1.76,39,36,13
Wade Redden,"BOS, STL",29,3,3,6,40,1.25,7,5,7
Filip Kuba,FLA,44,1,5,6,28.57,1.39,16,15,10
Radek Martinek,NYI,26,3,3,6,31.58,1.09,8,14,7
Matthew Lombardi,"ANA, PHX",28,3,3,6,60,2.86,6,6,6
Cody McCormick,"BUF, MIN",51,2,4,6,66.67,1.6,36,5,4
Matt Greene,L.A,43,1,5,6,37.5,1.27,34,30,0
Ryan Whitney,"EDM, FLA",41,4,2,6,31.58,1.14,21,35,8
Ryan O'Byrne,"COL, TOR",42,2,4,6,23.08,1.17,29,18,8
Corey Potter,"BOS, EDM",52,3,3,6,21.43,1.61,2,20,10
Tyson Strachan,"FLA, WSH",56,0,6,6,25,2,24,14,13
Bruno Gervais,PHI,37,1,5,6,35.29,1.74,10,19,6
Ryan White,MTL,78,3,3,6,46.15,4.41,30,12,16
Jesse Joensuu,"EDM, NYI",49,2,4,6,75,4.4,14,20,19
Anthony Peluso,WPG,58,1,5,6,54.55,2.18,42,3,7
TJ Brennan,"BUF, FLA",29,2,4,6,50,1.31,6,8,11
Yannick Weber,"MTL, VAN",55,3,3,6,35.29,1.85,14,11,8
Davis Drewiske,"L.A, MTL",29,1,5,6,46.15,1,12,10,1
Zach Boychuk,"CAR, NSH, PIT",24,2,4,6,66.67,2.74,4,4,6
Eric O'Dell,WPG,30,2,4,6,60,2.17,6,3,15
Mark Olver,COL,32,4,2,6,85.71,2.74,6,10,9
Jordan Caron,BOS,52,2,4,6,54.55,5.37,24,10,14
Evgeny Kuznetsov,WSH,17,2,4,6,85.71,1.4,0,7,3
J.T. Miller,NYR,56,4,2,6,46.15,7.19,22,10,14
Tanner Pearson,L.A,25,2,4,6,60,2.8,6,7,9
Connor Carrick,WSH,34,1,5,6,42.86,0.99,14,15,5
Marty Reasoner,NYI,31,0,5,5,62.5,3.26,4,1,12
Toni Lydman,ANA,35,0,5,5,27.78,1.28,10,15,6
Mike Rupp,"MIN, NYR",53,1,4,5,71.43,2.54,27,7,6
Matt Carkner,NYI,75,0,5,5,19.23,2.01,135,21,11
Jerred Smithson,"EDM, FLA, TOR",63,2,3,5,62.5,2.64,19,8,8
Antti Miettinen,WPG,22,3,2,5,41.67,2.89,2,2,2
Matt Ellis,BUF,56,4,1,5,83.33,4.79,4,3,12
Joni Pitkanen,CAR,22,1,4,5,38.46,1.05,8,10,7
Aaron Rome,DAL,52,0,5,5,20.83,0.87,18,19,4
Nick Johnson,"BOS, PHX",26,3,2,5,71.43,2.91,0,3,11
Marc-Andre Cliche,COL,76,1,4,5,62.5,3.61,13,2,25
Peter Harrold,N.J,56,0,5,5,29.41,1.9,12,16,7
Frazer McLaren,"S.J, TOR",63,3,2,5,71.43,1.5,81,8,1
Justin Falk,"MIN, NYR",57,0,5,5,29.41,1.21,30,12,5
Jim O'Brien,OTT,29,4,1,5,83.33,2.43,4,4,8
Chris Mueller,"DAL, NSH",27,2,3,5,83.33,3.3,4,2,6
David Ullstrom,NYI,20,2,3,5,62.5,2.85,4,3,3
Zach Redmond,WPG,18,1,4,5,62.5,0.84,12,8,3
Taylor Beck,NSH,23,2,3,5,50,2.91,4,7,2
Nate Prosser,MIN,70,1,4,5,17.86,1.01,19,10,16
Matt Fraser,"BOS, DAL",26,3,2,5,55.56,1.94,5,2,3
Ryan Spooner,BOS,27,0,5,5,55.56,2.18,6,3,7
Quinton Howden,FLA,34,3,2,5,71.43,3.15,10,1,14
Will Acton,EDM,30,3,2,5,100,1.76,7,2,11
Kevan Miller,BOS,47,1,4,5,20,0.96,25,7,11
Vincent Trocheck,FLA,20,2,3,5,83.33,2.3,4,6,7
Jean-Gabriel Pageau,OTT,37,4,1,5,62.5,4.17,8,11,6
Nicklas Jensen,VAN,19,3,2,5,55.56,2.43,10,6,9
Nate Schmidt,WSH,29,2,3,5,21.74,1.28,4,20,7
Anton Belov,EDM,57,1,4,5,17.24,1.37,28,40,5
Adrian Aucoin,CBJ,36,0,4,4,30.77,0.53,14,5,3
Eric Boulton,NYI,38,2,2,4,100,1.75,66,5,2
Krys Barch,"FLA, N.J",77,0,4,4,44.44,1.68,62,4,4
Kurtis Foster,PHI,23,0,4,4,36.36,0.59,13,3,2
Jean-Philippe Cote,T.B,19,0,4,4,200,0.55,18,2,0
Colton Orr,TOR,98,1,3,4,26.67,2.22,137,11,7
Mike Komisarek,"CAR, TOR",36,0,4,4,28.57,0.54,14,16,4
Colby Armstrong,MTL,37,2,2,4,44.44,1.98,8,5,7
Jim Slater,WPG,53,2,2,4,50,3.08,18,7,8
Alexander Sulzer,BUF,42,3,1,4,21.05,0.98,14,17,2
Bracken Kearns,S.J,26,2,2,4,57.14,3.17,4,3,4
Bobby Sanguinetti,CAR,37,2,2,4,23.53,1.79,2,10,9
Luke Gazdic,EDM,67,2,2,4,66.67,1.65,72,11,6
Dana Tyrell,T.B,28,1,3,4,66.67,2.01,8,5,5
Jacob Josefson,N.J,49,1,3,4,40,3.05,6,10,15
Kevin Connauton,DAL,36,0,4,4,25,1.75,8,21,6
Michael Latta,WSH,17,1,3,4,100,0.59,10,2,2
Tomas Vincour,"COL, DAL",17,2,2,4,80,1.07,4,7,4
Lane MacDermid,"BOS, CGY, DAL",16,2,2,4,100,0.68,14,1,0
Aaron Volpatti,"VAN, WSH",74,3,1,4,44.44,3.63,45,6,10
Martin Marincin,EDM,44,0,4,4,19.05,1.27,12,27,10
Johan Larsson,"BUF, MIN",29,0,4,4,66.67,1.7,15,3,6
Max Reinhart,CGY,19,1,3,4,50,1.84,6,1,7
Jarred Tinordi,MTL,30,0,4,4,23.53,0.59,10,12,0
Stephane Da Costa,OTT,21,3,1,4,57.14,2.43,0,5,8
Tyler Wotherspoon,CGY,14,0,4,4,57.14,0.12,4,4,2
Nathan Beaulieu,MTL,23,0,4,4,23.53,0.7,8,16,1
Rickard Rakell,ANA,22,0,4,4,100,3.36,2,4,5
Colton Sissons,NSH,17,1,3,4,66.67,1.23,2,2,6
Andrej Sustr,T.B,45,1,3,4,23.53,1.16,16,22,4
Rasmus Ristolainen,BUF,34,2,2,4,30.77,0.88,6,17,9
Alex Kovalev,FLA,14,1,2,3,100,1.21,4,3,3
Ed Jovanovski,FLA,43,1,2,3,15,1.32,21,14,6
Eric Belanger,EDM,26,0,3,3,60,1.33,6,7,9
Tomas Kaberle,MTL,10,0,3,3,37.5,0.12,0,1,1
George Parros,"FLA, MTL",61,1,2,3,37.5,1.74,45,5,5
Greg Zanon,COL,44,0,3,3,20,1.02,18,12,10
Stephen Weiss,"DET, FLA",43,1,2,3,37.5,2.06,14,10,18
Carlo Colaiacovo,"DET, STL",31,1,2,3,33.33,1.22,16,5,0
Stephane Veilleux,MIN,34,3,0,3,60,1.54,19,2,8
Marc-Andre Bergeron,"CAR, T.B",25,1,2,3,37.5,0.91,4,5,6
Chad LaRose,CAR,35,1,2,3,42.86,4.51,10,5,8
Zenon Konopka,"BUF, MIN",96,1,2,3,25,2.37,101,9,12
Cam Janssen,N.J,28,3,0,3,60,1.29,19,1,0
Joey Crabb,"FLA, WSH",35,2,1,3,60,2.26,11,5,5
Steve Eminger,NYR,35,0,3,3,21.43,0.86,6,6,4
Ian White,DET,25,1,2,3,23.08,0.9,4,7,1
Ben Eager,EDM,21,1,2,3,100,0.97,27,4,5
Jay Rosehill,PHI,45,3,0,3,75,1.79,53,7,2
Jeff Schultz,WSH,26,0,3,3,37.5,0.29,12,4,3
Matt Hunwick,COL,44,0,3,3,10.71,1.58,10,17,25
Aaron Gagnon,WPG,10,3,0,3,60,1.17,2,1,4
Kaspars Daugavins,"BOS, OTT",25,1,2,3,60,2.35,2,8,10
Korbinian Holzer,TOR,22,2,1,3,30,0.78,14,13,3
Chris Summers,PHX,24,2,1,3,37.5,0.67,17,2,1
Pierre-Cedric Labrie,T.B,32,2,1,3,75,1.82,25,5,4
Aaron Ness,NYI,20,1,2,3,100,0.89,8,7,2
Patrice Cormier,WPG,19,0,3,3,150,0.87,12,0,2
Tomas Kundratek,WSH,25,1,2,3,37.5,1.38,6,8,4
Mike Hoffman,OTT,28,2,1,3,42.86,3.84,2,10,19
Tim Erixon,CBJ,33,0,3,3,13.04,0.75,14,11,0
Carter Ashton,TOR,32,0,3,3,60,1.46,4,4,2
Ben Hanowski,CGY,16,1,2,3,60,1.24,2,4,2
Stefan Elliott,COL,19,1,2,3,30,1.08,2,6,7
Linden Vey,L.A,18,0,3,3,75,0.76,0,3,6
Jordan Szwarz,PHX,26,3,0,3,75,2.14,7,1,3
Gabriel Dumont,MTL,12,1,2,3,150,1.38,13,1,3
Patrick Wey,WSH,9,0,3,3,60,0.15,5,7,1
Jerry D'Amigo,TOR,22,1,2,3,60,0.99,0,3,5
Oliver Lauridsen,PHI,15,2,1,3,25,0.35,15,9,0
Darren Archibald,VAN,16,1,2,3,50,0.9,0,1,2
Casey Wellman,WSH,13,2,1,3,60,1.39,0,3,3
